source_player_id,source_player_name,source_team,source_position,source_minutes,source_rating,target_player_id,target_player_name,target_team,target_position,target_minutes,target_rating,overall_similarity,overall_similarity_pct,overall_feature_count,goalkeeping_similarity,goalkeeping_similarity_pct,goalkeeping_feature_count,distribution_similarity,distribution_similarity_pct,distribution_feature_count,sweeping_similarity,sweeping_similarity_pct,sweeping_feature_count,errors_similarity,errors_similarity_pct,errors_feature_count,overall_quality_similarity,overall_quality_similarity_pct,overall_quality_feature_count,defending_similarity,defending_similarity_pct,defending_feature_count,duels_similarity,duels_similarity_pct,duels_feature_count,passing_similarity,passing_similarity_pct,passing_feature_count,progression_similarity,progression_similarity_pct,progression_feature_count,security_similarity,security_similarity_pct,security_feature_count,scoring_similarity,scoring_similarity_pct,scoring_feature_count,creativity_similarity,creativity_similarity_pct,creativity_feature_count,carrying_dribbling_similarity,carrying_dribbling_similarity_pct,carrying_dribbling_feature_count,defensive_work_similarity,defensive_work_similarity_pct,defensive_work_feature_count,ball_security_similarity,ball_security_similarity_pct,ball_security_feature_count,dribbling_similarity,dribbling_similarity_pct,dribbling_feature_count,involvement_similarity,involvement_similarity_pct,involvement_feature_count
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,834308,Gabriel Gudmundsson,Sweden,D,332.0,6.706626506024096,0.3977787906774432,39.78,22,,,,,,,,,,,,,0.0,0.0,1,0.0,0.0,7.0,0.0,0.0,4.0,0.9704401386349146,97.04,4.0,0.48959423621655573,48.96,3.0,0.9950411620842365,99.5,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,936047,Khuliso Mudau,South Africa,D,360.0,6.825,0.3804177887475087,38.04,22,,,,,,,,,,,,,1.0,100.0,1,0.4596660957362983,45.97,7.0,0.9207109818747129,92.07,4.0,0.41737671748120414,41.74,4.0,0.1347436058213671,13.47,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,805137,Omar Alderete,Paraguay,D,322.0,6.698136645962734,0.377450301797574,37.75,22,,,,,,,,,,,,,0.0,0.0,1,0.03750746592003968,3.75,7.0,0.0,0.0,4.0,0.8404886764655374,84.05,4.0,0.8164082993210191,81.64,3.0,0.7720709842071929,77.21,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,1110369,Martin Expérience,Haiti,D,270.0,6.266666666666667,0.3764655602097979,37.65,22,,,,,,,,,,,,,0.0,0.0,1,0.2842449979529139,28.42,7.0,0.5756244483997768,57.56,4.0,0.9752140231033318,97.52,4.0,0.3365561447292578,33.66,3.0,0.9383504403277316,93.84,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,1022679,Moteb Al-Harbi,Saudi Arabia,D,187.0,6.21336898395722,0.3759549570101841,37.6,22,,,,,,,,,,,,,0.0,0.0,1,0.2509004649575455,25.09,7.0,0.5431094321045477,54.31,4.0,0.5770300890738606,57.7,4.0,0.6966094258097149,69.66,3.0,0.9959216176403686,99.59,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,881837,Hassan Tambakti,Saudi Arabia,D,213.0,6.012676056338028,0.3754731454502927,37.55,22,,,,,,,,,,,,,0.0,0.0,1,0.27861353411933604,27.86,7.0,0.6897083940544484,68.97,4.0,0.6857189977921522,68.57,4.0,0.9812612897552384,98.13,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,311456,Guillermo Varela,Uruguay,D,270.0,6.466666666666667,0.37147342965274327,37.15,22,,,,,,,,,,,,,0.0,0.0,1,0.38391752229431725,38.39,7.0,0.0,0.0,4.0,0.7842607574993701,78.43,4.0,0.8939226951137362,89.39,3.0,0.9922821243804746,99.23,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,358822,Rustam Ashurmatov,Uzbekistan,D,257.0,6.194941634241244,0.36162220436696607,36.16,22,,,,,,,,,,,,,0.0,0.0,1,0.46295350204746744,46.3,7.0,0.0,0.0,4.0,0.8013064917021334,80.13,4.0,0.6220594198970046,62.21,3.0,0.9996237248632903,99.96,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,1117723,Sidny Lopes Cabral,Cabo Verde,D,286.0,7.0888111888111895,0.35910338639408884,35.91,22,,,,,,,,,,,,,1.0,100.0,1,0.0,0.0,7.0,0.4515175332789374,45.15,4.0,0.6122291130374831,61.22,4.0,0.05678969143866777,5.68,3.0,0.9991630864855042,99.92,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,158243,Nicolás Tagliafico,Argentina,D,477.0,6.631656184486373,0.35259220052172874,35.26,22,,,,,,,,,,,,,0.0,0.0,1,0.16193323521103173,16.19,7.0,0.2375073527022303,23.75,4.0,0.5222819416299986,52.23,4.0,0.9921966158233683,99.22,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,287833,Steven Moreira,Cabo Verde,D,301.0,6.398671096345515,0.3449078062682804,34.49,22,,,,,,,,,,,,,0.0,0.0,1,0.0,0.0,7.0,0.633994894148638,63.4,4.0,0.9120421173272347,91.2,4.0,0.9800878071983277,98.01,3.0,0.24189967390018638,24.19,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,1002837,Piero Hincapié,Ecuador,D,341.0,6.65425219941349,0.342611692599602,34.26,22,,,,,,,,,,,,,0.0,0.0,1,0.6084989095517686,60.85,7.0,0.0,0.0,4.0,0.7450678779319992,74.51,4.0,0.0,0.0,3.0,0.9743270777508849,97.43,3.0,,,,,,,,,,,,,,,,,,,,,
863653,Aaron Wan-Bissaka,DR Congo,D,355.0,7.001408450704226,220833,Gustavo Gómez,Paraguay,D,480.0,6.76875,0.3381394919455525,33.81,22,,,,,,,,,,,,,0.0,0.0,1,0.0,0.0,7.0,0.0,0.0,4.0,0.9631541108334036,96.32,4.0,0.9717436961226741,97.17,3.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
