player_id,player_name,position,national_team_name,matches_with_position_data,total_position_points,mean_points_per_match,median_points_per_match,weighted_mean_x,weighted_mean_y,unweighted_mean_x,unweighted_mean_y,median_x,median_y,weighted_x_std,weighted_y_std,spatial_spread,defensive_third_match_share,middle_third_match_share,attacking_third_match_share,right_wide_match_share,right_half_space_match_share,central_lane_match_share,left_half_space_match_share,left_wide_match_share,wide_lane_match_share,half_space_match_share,dominant_longitudinal_zone,dominant_lateral_lane,position_consistency_score,spatial_reliability
829932,Cristian Romero,D,Argentina,6,535,89.17,87.5,38.2295,33.0699,37.2196,32.9079,35.0663,31.6397,4.2945,3.5024,5.5416,0.0,1.0,0.0,0.0,0.8299,0.1701,0.0,0.0,0.0,0.8299,deeper_half,right_half_space,0.1529,1.0
869792,Gabriel Magalhães,D,Brazil,5,534,106.8,106.0,38.7242,66.3431,37.012,65.6726,35.3402,67.5451,6.2065,2.9975,6.8925,0.2978,0.7022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,deeper_half,left_half_space,0.1267,1.0
827212,Jules Koundé,D,France,7,513,73.29,63.0,50.5776,16.7513,50.9949,16.8818,49.17,16.1217,5.5001,3.2448,6.3859,0.0,1.0,0.0,0.7193,0.2807,0.0,0.0,0.0,0.7193,0.2807,central_advanced,right_wide,0.1354,1.0
794939,Marc Cucurella,D,Spain,7,512,73.14,71.0,54.3953,84.2137,53.3275,84.2606,53.6106,84.1153,9.1983,1.4138,9.3063,0.0,0.8242,0.1758,0.0,0.0,0.0,0.0,1.0,1.0,0.0,central_advanced,left_wide,0.097,1.0
566102,Davinson Sánchez,D,Colombia,5,497,99.4,96.0,35.1362,31.5099,35.16,31.4553,36.6474,31.4089,2.8574,1.6041,3.2769,0.4185,0.5815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deeper_half,right_half_space,0.2338,1.0
155995,Marquinhos,D,Brazil,5,461,92.2,97.0,38.6321,35.4145,37.863,35.9464,39.0134,35.6168,5.3952,2.8715,6.1118,0.2256,0.7744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deeper_half,right_half_space,0.1406,1.0
1087359,Renato Veiga,D,Portugal,5,453,90.6,87.0,37.1355,65.9174,36.9244,65.7496,37.9518,68.0747,4.3442,2.9876,5.2724,0.3598,0.6402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,deeper_half,left_half_space,0.1594,1.0
913654,Pedro Porro,D,Spain,5,450,90.0,89.0,50.8371,15.4656,49.7341,15.303,51.8315,15.1388,5.129,1.4943,5.3423,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,central_advanced,right_wide,0.1577,1.0
826545,Mohamed Hany,D,Egypt,5,445,89.0,92.0,45.1431,16.4283,44.637,16.5735,43.9086,16.1486,3.79,2.0295,4.2992,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,deeper_half,right_wide,0.1887,1.0
67769,Ricardo Rodríguez,D,Switzerland,6,437,72.83,77.5,50.9513,85.2677,50.567,85.903,50.7168,85.6568,7.0039,2.9793,7.6112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,central_advanced,left_wide,0.1161,1.0
989768,Nuno Mendes,D,Portugal,5,435,87.0,97.0,53.1108,82.6823,52.0251,82.7018,55.149,84.9771,5.0477,3.7554,6.2915,0.0,1.0,0.0,0.0,0.0,0.0,0.2253,0.7747,0.7747,0.2253,central_advanced,left_wide,0.1371,1.0
941168,William Saliba,D,France,6,433,72.17,80.0,39.215,64.3238,38.9177,64.2489,39.2651,64.6371,4.0163,2.0608,4.5142,0.194,0.806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,deeper_half,left_half_space,0.1814,1.0
1184541,Alexander Freeman,D,USA,5,428,85.6,102.0,47.8998,18.414,46.0049,18.7469,47.0387,18.6089,3.2541,1.2343,3.4803,0.0,1.0,0.0,0.722,0.278,0.0,0.0,0.0,0.722,0.278,deeper_half,right_wide,0.2232,1.0
825719,Issa Diop,D,Morocco,5,424,84.8,86.0,31.2217,28.3698,31.4399,28.5226,30.7883,27.1374,4.5595,2.0995,5.0196,0.6557,0.3443,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deep_build_up,right_half_space,0.1661,1.0
847030,Noussair Mazraoui,D,Morocco,6,421,70.17,73.0,34.9777,77.6658,33.9302,78.6818,34.4336,81.5912,4.0652,6.9822,8.0794,0.3824,0.6176,0.0,0.0,0.0,0.0,0.4371,0.5629,0.5629,0.4371,deep_build_up,left_half_space,0.1101,1.0
576384,Kristoffer Ajer,D,Norway,5,421,84.2,85.0,33.5342,35.4475,33.5052,35.8334,35.1344,37.4424,2.6798,3.2399,4.2046,0.399,0.601,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deep_build_up,right_half_space,0.1921,1.0
333441,Yasser Ibrahim,D,Egypt,5,411,82.2,77.0,32.9051,34.2131,32.0826,34.2437,33.8532,34.191,3.3825,0.7856,3.4725,0.2993,0.7007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,deep_build_up,right_half_space,0.2236,1.0
124992,Danilo,D,Brazil,5,402,80.4,83.0,46.498,19.5699,45.9842,19.7744,44.017,21.0941,6.1582,2.7693,6.7522,0.0,1.0,0.0,0.4502,0.5498,0.0,0.0,0.0,0.4502,0.5498,deeper_half,right_wide,0.129,1.0
329417,Timothy Castagne,D,Belgium,6,395,65.83,65.0,46.5309,29.7076,47.3493,29.2515,46.7427,16.9698,3.1364,23.0898,23.3018,0.0,1.0,0.0,0.5924,0.2633,0.0,0.0,0.1443,0.7367,0.2633,deeper_half,right_half_space,0.0411,1.0
243583,Douglas Santos,D,Brazil,5,382,76.4,75.0,46.7288,86.4267,46.7694,86.8679,51.0587,86.4812,7.9203,3.0179,8.4758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,deeper_half,left_wide,0.1055,1.0
933264,Torbjørn Heggem,D,Norway,5,381,76.2,70.0,32.7507,68.4331,32.4871,68.6565,31.3339,67.4071,2.3707,1.9448,3.0664,0.7507,0.2493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,deep_build_up,left_half_space,0.2459,1.0
984419,Alistair Johnston,D,Canada,5,380,76.0,74.0,56.7158,18.6787,55.8455,18.5818,52.475,19.1642,9.7048,2.1131,9.9322,0.0,0.7605,0.2395,0.5605,0.4395,0.0,0.0,0.0,0.5605,0.4395,central_advanced,right_wide,0.0915,1.0
