player_id,player_name,national_team_id,national_team_name,squad_entries,appearances,starts,minutes,goals,assists,xg,xa,shots,shots_on_target,passes,accurate_passes,tackles,interceptions,saves,goals_prevented,weighted_rating,pass_accuracy_pct,goals_per_90,assists_per_90,xg_per_90,xa_per_90
1094482,Adil Boulbina,4691,Algeria,4,2,0,17.0,0.0,0.0,0.0,0.0144,0.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,6.29,88.24,0.0,0.0,0.0,0.076
1445228,Farès Ghedjemis,4691,Algeria,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1018018,Mohamed Tougai,4691,Algeria,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1094538,Yassine Titraoui,4691,Algeria,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1118193,Melvin Mastil,4691,Algeria,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1503088,Achref Abada,4691,Algeria,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
158263,Emiliano Martínez,4819,Argentina,7,6,6,600.0,0.0,0.0,0.0,0.0055210599999999995,0.0,0.0,169.0,126.0,0.0,0.0,8.0,-1.7223,6.68,74.56,0.0,0.0,0.0,0.001
895324,Alexis Mac Allister,4819,Argentina,7,6,5,539.0,1.0,1.0,1.3368,0.4444595,10.0,3.0,358.0,330.0,18.0,9.0,0.0,0.0,6.89,92.18,0.167,0.167,0.223,0.074
12994,Lionel Messi,4819,Argentina,7,6,5,530.0,8.0,2.0,5.2485,3.144152,33.0,18.0,261.0,215.0,9.0,1.0,0.0,0.0,9.32,82.38,1.358,0.34,0.891,0.534
859999,Lisandro Martínez,4819,Argentina,7,5,5,510.0,1.0,1.0,0.1904,0.7655233,4.0,2.0,390.0,365.0,11.0,5.0,0.0,0.0,7.66,93.59,0.176,0.176,0.034,0.135
974505,Enzo Fernández,4819,Argentina,7,5,5,480.0,1.0,0.0,0.6851,0.7526421999999999,8.0,3.0,391.0,364.0,8.0,3.0,0.0,0.0,7.11,93.09,0.188,0.0,0.128,0.141
829932,Cristian Romero,4819,Argentina,7,5,5,451.0,1.0,0.0,0.5101,0.08746330000000001,3.0,1.0,338.0,324.0,10.0,8.0,0.0,0.0,7.26,95.86,0.2,0.0,0.102,0.017
944656,Julián Alvarez,4819,Argentina,7,6,3,409.0,1.0,0.0,0.9473,0.39549139,8.0,4.0,152.0,129.0,4.0,2.0,0.0,0.0,6.77,84.87,0.22,0.0,0.208,0.087
249399,Rodrigo De Paul,4819,Argentina,7,5,5,407.0,0.0,1.0,0.0383,0.8722530999999999,1.0,1.0,263.0,239.0,6.0,6.0,0.0,0.0,7.08,90.87,0.0,0.221,0.008,0.193
831799,Nahuel Molina,4819,Argentina,7,5,4,397.0,0.0,0.0,0.0485,0.06068452,1.0,0.0,180.0,155.0,10.0,5.0,0.0,0.0,6.43,86.11,0.0,0.0,0.011,0.014
255389,Leandro Paredes,4819,Argentina,7,5,3,334.0,0.0,0.0,0.0439,0.46609395,3.0,1.0,452.0,427.0,5.0,3.0,0.0,0.0,7.57,94.47,0.0,0.0,0.012,0.126
823984,Lautaro Martínez,4819,Argentina,6,6,4,302.0,2.0,1.0,2.4087,0.46317489,9.0,3.0,71.0,58.0,3.0,0.0,0.0,0.0,6.6,81.69,0.596,0.298,0.718,0.138
158243,Nicolás Tagliafico,4819,Argentina,7,5,3,276.0,0.0,0.0,0.0,0.78036947,0.0,0.0,127.0,110.0,3.0,2.0,0.0,0.0,6.66,86.61,0.0,0.0,0.0,0.254
860307,Facundo Medina,4819,Argentina,6,4,3,259.0,0.0,1.0,0.0,0.1585046,0.0,0.0,126.0,117.0,8.0,1.0,0.0,0.0,7.01,92.86,0.0,0.347,0.0,0.055
944660,Thiago Almada,4819,Argentina,6,5,3,243.0,0.0,0.0,0.39840000000000003,0.2505706,5.0,2.0,168.0,153.0,5.0,0.0,0.0,0.0,6.8,91.07,0.0,0.0,0.148,0.093
901325,Nicolás González,4819,Argentina,6,5,0,182.0,0.0,1.0,0.6393,0.9554855400000001,6.0,0.0,87.0,72.0,3.0,1.0,0.0,0.0,6.87,82.76,0.0,0.495,0.316,0.472
74915,Nicolás Otamendi,4819,Argentina,6,5,1,149.0,0.0,0.0,0.0383,0.013327370000000002,1.0,0.0,146.0,137.0,4.0,4.0,0.0,0.0,6.81,93.84,0.0,0.0,0.023,0.008
822933,Gonzalo Montiel,4819,Argentina,6,4,1,113.0,0.0,1.0,0.0855,0.37450606000000003,1.0,0.0,58.0,49.0,2.0,1.0,0.0,0.0,6.67,84.48,0.0,0.796,0.068,0.298
822600,Exequiel Palacios,4819,Argentina,6,1,1,90.0,0.0,0.0,0.0,0.0333017,0.0,0.0,85.0,81.0,4.0,5.0,0.0,0.0,6.8,95.29,0.0,0.0,0.0,0.033
830659,Marcos Senesi,4819,Argentina,6,1,1,90.0,0.0,0.0,0.2846,0.00558713,1.0,0.0,72.0,68.0,0.0,2.0,0.0,0.0,6.9,94.44,0.0,0.0,0.285,0.006
1099352,Giuliano Simeone,4819,Argentina,6,1,1,71.0,0.0,0.0,0.0,0.0221797,0.0,0.0,39.0,35.0,2.0,0.0,0.0,0.0,6.1,89.74,0.0,0.0,0.0,0.028
1171451,Nico Paz,4819,Argentina,6,2,1,71.0,0.0,0.0,0.0573,0.0291069,1.0,0.0,57.0,54.0,3.0,0.0,0.0,0.0,6.69,94.74,0.0,0.0,0.073,0.037
798835,Giovani Lo Celso,4819,Argentina,6,1,1,60.0,1.0,0.0,0.1005,0.0553814,1.0,1.0,46.0,43.0,1.0,1.0,0.0,0.0,7.9,93.48,1.5,0.0,0.151,0.083
1127057,Valentín Barco,4819,Argentina,6,1,0,19.0,0.0,0.0,0.0,0.0154084,0.0,0.0,20.0,16.0,1.0,0.0,0.0,0.0,6.8,80.0,0.0,0.0,0.0,0.073
1094179,José Manuel López,4819,Argentina,6,2,0,18.0,0.0,1.0,0.0205,0.00264517,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,6.46,66.67,0.0,5.0,0.102,0.013
128383,Gerónimo Rulli,4819,Argentina,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
263651,Juan Musso,4819,Argentina,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
808680,Harry Souttar,4741,Australia,4,4,4,390.0,0.0,0.0,0.0374,0.06258172000000001,1.0,1.0,215.0,178.0,2.0,4.0,0.0,0.0,7.0,82.79,0.0,0.0,0.009,0.014
1155423,Alessandro Circati,4741,Australia,4,4,4,390.0,0.0,0.0,0.559,0.07736936,3.0,0.0,198.0,157.0,10.0,2.0,0.0,0.0,7.46,79.29,0.0,0.0,0.129,0.018
1177240,Patrick Beach,4741,Australia,4,4,4,389.0,0.0,0.0,0.0,0.00261623,0.0,0.0,100.0,58.0,0.0,0.0,14.0,1.2049,7.4,58.0,0.0,0.0,0.0,0.001
847938,Aiden O'Neill,4741,Australia,4,4,4,360.0,0.0,0.0,0.0856,0.3203873,2.0,0.0,176.0,140.0,6.0,2.0,0.0,0.0,6.95,79.55,0.0,0.0,0.021,0.08
888854,Connor Metcalfe,4741,Australia,4,4,3,315.0,1.0,0.0,0.1665,0.11889084,5.0,2.0,78.0,58.0,5.0,2.0,0.0,0.0,6.83,74.36,0.286,0.0,0.048,0.034
1144138,Jordan Bos,4741,Australia,4,4,4,309.0,0.0,0.0,0.2507,0.21781774999999998,5.0,2.0,103.0,90.0,5.0,3.0,0.0,0.0,6.8,87.38,0.0,0.0,0.073,0.063
1144687,Nestory Irankunda,4741,Australia,4,4,3,264.0,1.0,0.0,0.6701,0.15925399,6.0,2.0,48.0,32.0,0.0,1.0,0.0,0.0,6.78,66.67,0.341,0.0,0.228,0.054
181581,Jackson Irvine,4741,Australia,4,4,2,229.0,0.0,0.0,0.2222,0.07717858,3.0,1.0,131.0,104.0,3.0,1.0,0.0,0.0,7.5,79.39,0.0,0.0,0.087,0.03
576220,Aziz Behich,4741,Australia,4,3,2,223.0,0.0,0.0,0.0293,0.01400448,1.0,1.0,61.0,39.0,6.0,1.0,0.0,0.0,6.64,63.93,0.0,0.0,0.012,0.006
1646783,Lucas Herrington,4741,Australia,4,2,2,210.0,0.0,0.0,0.0,0.11935296999999999,0.0,0.0,121.0,107.0,2.0,2.0,0.0,0.0,6.43,88.43,0.0,0.0,0.0,0.051
1411105,Paul Okon-Engstler,4741,Australia,4,4,2,204.0,0.0,1.0,0.0,0.07170162000000001,0.0,0.0,87.0,74.0,6.0,4.0,0.0,0.0,7.04,85.06,0.0,0.441,0.0,0.032
1019061,Mohamed Touré,4741,Australia,4,3,2,165.0,0.0,0.0,0.3433,0.060120700000000006,4.0,1.0,14.0,10.0,1.0,0.0,0.0,0.0,6.43,71.43,0.0,0.0,0.187,0.033
907217,Jacob Italiano,4741,Australia,2,2,2,164.0,0.0,0.0,0.0198,0.11588590000000001,1.0,0.0,43.0,32.0,4.0,1.0,0.0,0.0,6.45,74.42,0.0,0.0,0.011,0.064
