stage_order,stage_code,stage_label,formation,formation_slot,position,position_order,event_id,player_id,player_name,national_team_name,opponent_team_name,minutes_played,rating,goals,assists,xg,xa
3,GROUP_MD3,Grup 3. Maçları,4-3-3,D1,D,2,15186973,962012,Jan Paul van Hecke,Netherlands,Tunisia,90.0,9.1,1.0,0.0,0.122,0.216196
3,GROUP_MD3,Grup 3. Maçları,4-3-3,D2,D,2,15186861,869792,Gabriel Magalhães,Brazil,Scotland,90.0,8.1,0.0,0.0,0.0673,0.0206011
3,GROUP_MD3,Grup 3. Maçları,4-3-3,D3,D,2,15186732,1638685,Mateo Chávez,Mexico,Czechia,78.0,8.1,1.0,0.0,0.4262,0.0221911
3,GROUP_MD3,Grup 3. Maçları,4-3-3,D4,D,2,15186973,151545,Virgil van Dijk,Netherlands,Tunisia,90.0,8.0,0.0,1.0,0.0365,0.0709055
3,GROUP_MD3,Grup 3. Maçları,4-3-3,M1,M,3,15186537,818244,Ousmane Dembélé,France,Norway,65.0,10.0,3.0,0.0,0.2915,0.0933236
3,GROUP_MD3,Grup 3. Maçları,4-3-3,M2,M,3,15186771,879694,Pape Gueye,Senegal,Iraq,33.0,9.9,2.0,1.0,0.3308,0.0847439
3,GROUP_MD3,Grup 3. Maçları,4-3-3,M3,M,3,15186676,991011,Jude Bellingham,England,Panama,71.0,9.3,1.0,1.0,0.1181,0.57002
3,GROUP_MD3,Grup 3. Maçları,4-3-3,F1,F,4,15186861,868812,Vinícius Júnior,Brazil,Scotland,90.0,9.3,2.0,0.0,3.0562,0.511597
3,GROUP_MD3,Grup 3. Maçları,4-3-3,F2,F,4,15186771,914309,Iliman Ndiaye,Senegal,Iraq,33.0,8.7,1.0,1.0,0.1158,0.170397
3,GROUP_MD3,Grup 3. Maçları,4-3-3,F3,F,4,15186887,1091116,Arda Güler,Türkiye,USA,90.0,8.6,1.0,0.0,0.6144,0.0798653
3,GROUP_MD3,Grup 3. Maçları,4-4-2,G1,G,1,15186821,556866,Gregor Kobel,Switzerland,Canada,90.0,8.9,0.0,0.0,0.0,0.0009527
3,GROUP_MD3,Grup 3. Maçları,4-4-2,D1,D,2,15186973,962012,Jan Paul van Hecke,Netherlands,Tunisia,90.0,9.1,1.0,0.0,0.122,0.216196
3,GROUP_MD3,Grup 3. Maçları,4-4-2,D2,D,2,15186861,869792,Gabriel Magalhães,Brazil,Scotland,90.0,8.1,0.0,0.0,0.0673,0.0206011
3,GROUP_MD3,Grup 3. Maçları,4-4-2,D3,D,2,15186732,1638685,Mateo Chávez,Mexico,Czechia,78.0,8.1,1.0,0.0,0.4262,0.0221911
3,GROUP_MD3,Grup 3. Maçları,4-4-2,D4,D,2,15186973,151545,Virgil van Dijk,Netherlands,Tunisia,90.0,8.0,0.0,1.0,0.0365,0.0709055
3,GROUP_MD3,Grup 3. Maçları,4-4-2,M1,M,3,15186537,818244,Ousmane Dembélé,France,Norway,65.0,10.0,3.0,0.0,0.2915,0.0933236
3,GROUP_MD3,Grup 3. Maçları,4-4-2,M2,M,3,15186771,879694,Pape Gueye,Senegal,Iraq,33.0,9.9,2.0,1.0,0.3308,0.0847439
3,GROUP_MD3,Grup 3. Maçları,4-4-2,M3,M,3,15186676,991011,Jude Bellingham,England,Panama,71.0,9.3,1.0,1.0,0.1181,0.57002
3,GROUP_MD3,Grup 3. Maçları,4-4-2,M4,M,3,15186747,158213,Riyad Mahrez,Algeria,Austria,90.0,9.0,2.0,0.0,0.7523,0.0524448
3,GROUP_MD3,Grup 3. Maçları,4-4-2,F1,F,4,15186861,868812,Vinícius Júnior,Brazil,Scotland,90.0,9.3,2.0,0.0,3.0562,0.511597
3,GROUP_MD3,Grup 3. Maçları,4-4-2,F2,F,4,15186771,914309,Iliman Ndiaye,Senegal,Iraq,33.0,8.7,1.0,1.0,0.1158,0.170397
3,GROUP_MD3,Grup 3. Maçları,4-5-1,G1,G,1,15186821,556866,Gregor Kobel,Switzerland,Canada,90.0,8.9,0.0,0.0,0.0,0.0009527
3,GROUP_MD3,Grup 3. Maçları,4-5-1,D1,D,2,15186973,962012,Jan Paul van Hecke,Netherlands,Tunisia,90.0,9.1,1.0,0.0,0.122,0.216196
3,GROUP_MD3,Grup 3. Maçları,4-5-1,D2,D,2,15186861,869792,Gabriel Magalhães,Brazil,Scotland,90.0,8.1,0.0,0.0,0.0673,0.0206011
3,GROUP_MD3,Grup 3. Maçları,4-5-1,D3,D,2,15186732,1638685,Mateo Chávez,Mexico,Czechia,78.0,8.1,1.0,0.0,0.4262,0.0221911
3,GROUP_MD3,Grup 3. Maçları,4-5-1,D4,D,2,15186973,151545,Virgil van Dijk,Netherlands,Tunisia,90.0,8.0,0.0,1.0,0.0365,0.0709055
3,GROUP_MD3,Grup 3. Maçları,4-5-1,M1,M,3,15186537,818244,Ousmane Dembélé,France,Norway,65.0,10.0,3.0,0.0,0.2915,0.0933236
3,GROUP_MD3,Grup 3. Maçları,4-5-1,M2,M,3,15186771,879694,Pape Gueye,Senegal,Iraq,33.0,9.9,2.0,1.0,0.3308,0.0847439
3,GROUP_MD3,Grup 3. Maçları,4-5-1,M3,M,3,15186676,991011,Jude Bellingham,England,Panama,71.0,9.3,1.0,1.0,0.1181,0.57002
3,GROUP_MD3,Grup 3. Maçları,4-5-1,M4,M,3,15186747,158213,Riyad Mahrez,Algeria,Austria,90.0,9.0,2.0,0.0,0.7523,0.0524448
3,GROUP_MD3,Grup 3. Maçları,4-5-1,M5,M,3,15186822,70996,Kevin De Bruyne,Belgium,New Zealand,72.0,9.0,1.0,0.0,0.512,0.520753
3,GROUP_MD3,Grup 3. Maçları,4-5-1,F1,F,4,15186861,868812,Vinícius Júnior,Brazil,Scotland,90.0,9.3,2.0,0.0,3.0562,0.511597
3,GROUP_MD3,Grup 3. Maçları,5-3-2,G1,G,1,15186821,556866,Gregor Kobel,Switzerland,Canada,90.0,8.9,0.0,0.0,0.0,0.0009527
3,GROUP_MD3,Grup 3. Maçları,5-3-2,D1,D,2,15186973,962012,Jan Paul van Hecke,Netherlands,Tunisia,90.0,9.1,1.0,0.0,0.122,0.216196
3,GROUP_MD3,Grup 3. Maçları,5-3-2,D2,D,2,15186861,869792,Gabriel Magalhães,Brazil,Scotland,90.0,8.1,0.0,0.0,0.0673,0.0206011
3,GROUP_MD3,Grup 3. Maçları,5-3-2,D3,D,2,15186732,1638685,Mateo Chávez,Mexico,Czechia,78.0,8.1,1.0,0.0,0.4262,0.0221911
3,GROUP_MD3,Grup 3. Maçları,5-3-2,D4,D,2,15186973,151545,Virgil van Dijk,Netherlands,Tunisia,90.0,8.0,0.0,1.0,0.0365,0.0709055
3,GROUP_MD3,Grup 3. Maçları,5-3-2,D5,D,2,15186864,814594,Achraf Hakimi,Morocco,Haiti,90.0,7.9,1.0,1.0,1.3408,0.334138
3,GROUP_MD3,Grup 3. Maçları,5-3-2,M1,M,3,15186537,818244,Ousmane Dembélé,France,Norway,65.0,10.0,3.0,0.0,0.2915,0.0933236
3,GROUP_MD3,Grup 3. Maçları,5-3-2,M2,M,3,15186771,879694,Pape Gueye,Senegal,Iraq,33.0,9.9,2.0,1.0,0.3308,0.0847439
3,GROUP_MD3,Grup 3. Maçları,5-3-2,M3,M,3,15186676,991011,Jude Bellingham,England,Panama,71.0,9.3,1.0,1.0,0.1181,0.57002
3,GROUP_MD3,Grup 3. Maçları,5-3-2,F1,F,4,15186861,868812,Vinícius Júnior,Brazil,Scotland,90.0,9.3,2.0,0.0,3.0562,0.511597
3,GROUP_MD3,Grup 3. Maçları,5-3-2,F2,F,4,15186771,914309,Iliman Ndiaye,Senegal,Iraq,33.0,8.7,1.0,1.0,0.1158,0.170397
4,R32,Son 32,3-4-3,G1,G,1,12813014,991709,Orlando Gill,Paraguay,Germany,120.0,9.9,0.0,0.0,0.0,0.0050363
4,R32,Son 32,3-4-3,D1,D,2,12812999,859999,Lisandro Martínez,Argentina,Cabo Verde,120.0,9.2,1.0,1.0,0.0517,0.472376
4,R32,Son 32,3-4-3,D2,D,2,12813004,913654,Pedro Porro,Spain,Austria,90.0,8.4,1.0,0.0,0.5267,0.0979161
4,R32,Son 32,3-4-3,D3,D,2,12813004,794939,Marc Cucurella,Spain,Austria,90.0,8.3,0.0,2.0,0.0,0.368317
4,R32,Son 32,3-4-3,M1,M,3,12813000,886223,Stephen Eustaquio,Canada,South Africa,90.0,8.8,1.0,0.0,0.1148,0.608903
4,R32,Son 32,3-4-3,M2,M,3,12812995,978838,Michael Olise,France,Sweden,85.0,8.8,0.0,2.0,0.8643,0.773205
4,R32,Son 32,3-4-3,M3,M,3,12813013,331737,Youri Tielemans,Belgium,Senegal,120.0,8.6,2.0,0.0,0.9831,0.032054
4,R32,Son 32,3-4-3,M4,M,3,12813011,1174889,Gustavo Puerta,Colombia,Ghana,90.0,8.4,0.0,0.0,0.0493,0.224779
4,R32,Son 32,3-4-3,F1,F,4,12812995,826643,Kylian Mbappé,France,Sweden,85.0,9.8,2.0,0.0,0.5974,0.0984948
4,R32,Son 32,3-4-3,F2,F,4,12812999,12994,Lionel Messi,Argentina,Cabo Verde,120.0,9.5,1.0,0.0,1.326,0.714547
4,R32,Son 32,3-4-3,F3,F,4,12812989,971037,Amad Diallo,Côte d'Ivoire,Norway,30.0,9.5,1.0,0.0,0.2324,0.246963
4,R32,Son 32,3-5-2,G1,G,1,12813014,991709,Orlando Gill,Paraguay,Germany,120.0,9.9,0.0,0.0,0.0,0.0050363
4,R32,Son 32,3-5-2,D1,D,2,12812999,859999,Lisandro Martínez,Argentina,Cabo Verde,120.0,9.2,1.0,1.0,0.0517,0.472376
4,R32,Son 32,3-5-2,D2,D,2,12813004,913654,Pedro Porro,Spain,Austria,90.0,8.4,1.0,0.0,0.5267,0.0979161
4,R32,Son 32,3-5-2,D3,D,2,12813004,794939,Marc Cucurella,Spain,Austria,90.0,8.3,0.0,2.0,0.0,0.368317
4,R32,Son 32,3-5-2,M1,M,3,12813000,886223,Stephen Eustaquio,Canada,South Africa,90.0,8.8,1.0,0.0,0.1148,0.608903
4,R32,Son 32,3-5-2,M2,M,3,12812995,978838,Michael Olise,France,Sweden,85.0,8.8,0.0,2.0,0.8643,0.773205
4,R32,Son 32,3-5-2,M3,M,3,12813013,331737,Youri Tielemans,Belgium,Senegal,120.0,8.6,2.0,0.0,0.9831,0.032054
4,R32,Son 32,3-5-2,M4,M,3,12813011,1174889,Gustavo Puerta,Colombia,Ghana,90.0,8.4,0.0,0.0,0.0493,0.224779
4,R32,Son 32,3-5-2,M5,M,3,12813014,1019322,Florian Wirtz,Germany,Paraguay,110.0,8.3,0.0,1.0,0.0711,0.674857
4,R32,Son 32,3-5-2,F1,F,4,12812995,826643,Kylian Mbappé,France,Sweden,85.0,9.8,2.0,0.0,0.5974,0.0984948
4,R32,Son 32,3-5-2,F2,F,4,12812999,12994,Lionel Messi,Argentina,Cabo Verde,120.0,9.5,1.0,0.0,1.326,0.714547
4,R32,Son 32,4-2-3-1,G1,G,1,12813014,991709,Orlando Gill,Paraguay,Germany,120.0,9.9,0.0,0.0,0.0,0.0050363
4,R32,Son 32,4-2-3-1,D1,D,2,12812999,859999,Lisandro Martínez,Argentina,Cabo Verde,120.0,9.2,1.0,1.0,0.0517,0.472376
4,R32,Son 32,4-2-3-1,D2,D,2,12813004,913654,Pedro Porro,Spain,Austria,90.0,8.4,1.0,0.0,0.5267,0.0979161
4,R32,Son 32,4-2-3-1,D3,D,2,12813004,794939,Marc Cucurella,Spain,Austria,90.0,8.3,0.0,2.0,0.0,0.368317
4,R32,Son 32,4-2-3-1,D4,D,2,12813014,259117,Joshua Kimmich,Germany,Paraguay,120.0,8.0,0.0,0.0,0.1171,0.113682
4,R32,Son 32,4-2-3-1,M1,M,3,12813000,886223,Stephen Eustaquio,Canada,South Africa,90.0,8.8,1.0,0.0,0.1148,0.608903
4,R32,Son 32,4-2-3-1,M2,M,3,12812995,978838,Michael Olise,France,Sweden,85.0,8.8,0.0,2.0,0.8643,0.773205
4,R32,Son 32,4-2-3-1,M3,M,3,12813013,331737,Youri Tielemans,Belgium,Senegal,120.0,8.6,2.0,0.0,0.9831,0.032054
4,R32,Son 32,4-2-3-1,M4,M,3,12813011,1174889,Gustavo Puerta,Colombia,Ghana,90.0,8.4,0.0,0.0,0.0493,0.224779
4,R32,Son 32,4-2-3-1,M5,M,3,12813014,1019322,Florian Wirtz,Germany,Paraguay,110.0,8.3,0.0,1.0,0.0711,0.674857
4,R32,Son 32,4-2-3-1,F1,F,4,12812995,826643,Kylian Mbappé,France,Sweden,85.0,9.8,2.0,0.0,0.5974,0.0984948
4,R32,Son 32,4-3-3,G1,G,1,12813014,991709,Orlando Gill,Paraguay,Germany,120.0,9.9,0.0,0.0,0.0,0.0050363
4,R32,Son 32,4-3-3,D1,D,2,12812999,859999,Lisandro Martínez,Argentina,Cabo Verde,120.0,9.2,1.0,1.0,0.0517,0.472376
4,R32,Son 32,4-3-3,D2,D,2,12813004,913654,Pedro Porro,Spain,Austria,90.0,8.4,1.0,0.0,0.5267,0.0979161
4,R32,Son 32,4-3-3,D3,D,2,12813004,794939,Marc Cucurella,Spain,Austria,90.0,8.3,0.0,2.0,0.0,0.368317
4,R32,Son 32,4-3-3,D4,D,2,12813014,259117,Joshua Kimmich,Germany,Paraguay,120.0,8.0,0.0,0.0,0.1171,0.113682
4,R32,Son 32,4-3-3,M1,M,3,12813000,886223,Stephen Eustaquio,Canada,South Africa,90.0,8.8,1.0,0.0,0.1148,0.608903
4,R32,Son 32,4-3-3,M2,M,3,12812995,978838,Michael Olise,France,Sweden,85.0,8.8,0.0,2.0,0.8643,0.773205
4,R32,Son 32,4-3-3,M3,M,3,12813013,331737,Youri Tielemans,Belgium,Senegal,120.0,8.6,2.0,0.0,0.9831,0.032054
4,R32,Son 32,4-3-3,F1,F,4,12812995,826643,Kylian Mbappé,France,Sweden,85.0,9.8,2.0,0.0,0.5974,0.0984948
4,R32,Son 32,4-3-3,F2,F,4,12812999,12994,Lionel Messi,Argentina,Cabo Verde,120.0,9.5,1.0,0.0,1.326,0.714547
4,R32,Son 32,4-3-3,F3,F,4,12812989,971037,Amad Diallo,Côte d'Ivoire,Norway,30.0,9.5,1.0,0.0,0.2324,0.246963
4,R32,Son 32,4-4-2,G1,G,1,12813014,991709,Orlando Gill,Paraguay,Germany,120.0,9.9,0.0,0.0,0.0,0.0050363
4,R32,Son 32,4-4-2,D1,D,2,12812999,859999,Lisandro Martínez,Argentina,Cabo Verde,120.0,9.2,1.0,1.0,0.0517,0.472376
4,R32,Son 32,4-4-2,D2,D,2,12813004,913654,Pedro Porro,Spain,Austria,90.0,8.4,1.0,0.0,0.5267,0.0979161
4,R32,Son 32,4-4-2,D3,D,2,12813004,794939,Marc Cucurella,Spain,Austria,90.0,8.3,0.0,2.0,0.0,0.368317
4,R32,Son 32,4-4-2,D4,D,2,12813014,259117,Joshua Kimmich,Germany,Paraguay,120.0,8.0,0.0,0.0,0.1171,0.113682
4,R32,Son 32,4-4-2,M1,M,3,12813000,886223,Stephen Eustaquio,Canada,South Africa,90.0,8.8,1.0,0.0,0.1148,0.608903
4,R32,Son 32,4-4-2,M2,M,3,12812995,978838,Michael Olise,France,Sweden,85.0,8.8,0.0,2.0,0.8643,0.773205
4,R32,Son 32,4-4-2,M3,M,3,12813013,331737,Youri Tielemans,Belgium,Senegal,120.0,8.6,2.0,0.0,0.9831,0.032054
4,R32,Son 32,4-4-2,M4,M,3,12813011,1174889,Gustavo Puerta,Colombia,Ghana,90.0,8.4,0.0,0.0,0.0493,0.224779
4,R32,Son 32,4-4-2,F1,F,4,12812995,826643,Kylian Mbappé,France,Sweden,85.0,9.8,2.0,0.0,0.5974,0.0984948
4,R32,Son 32,4-4-2,F2,F,4,12812999,12994,Lionel Messi,Argentina,Cabo Verde,120.0,9.5,1.0,0.0,1.326,0.714547
4,R32,Son 32,4-5-1,G1,G,1,12813014,991709,Orlando Gill,Paraguay,Germany,120.0,9.9,0.0,0.0,0.0,0.0050363
4,R32,Son 32,4-5-1,D1,D,2,12812999,859999,Lisandro Martínez,Argentina,Cabo Verde,120.0,9.2,1.0,1.0,0.0517,0.472376
4,R32,Son 32,4-5-1,D2,D,2,12813004,913654,Pedro Porro,Spain,Austria,90.0,8.4,1.0,0.0,0.5267,0.0979161
4,R32,Son 32,4-5-1,D3,D,2,12813004,794939,Marc Cucurella,Spain,Austria,90.0,8.3,0.0,2.0,0.0,0.368317
4,R32,Son 32,4-5-1,D4,D,2,12813014,259117,Joshua Kimmich,Germany,Paraguay,120.0,8.0,0.0,0.0,0.1171,0.113682
4,R32,Son 32,4-5-1,M1,M,3,12813000,886223,Stephen Eustaquio,Canada,South Africa,90.0,8.8,1.0,0.0,0.1148,0.608903
4,R32,Son 32,4-5-1,M2,M,3,12812995,978838,Michael Olise,France,Sweden,85.0,8.8,0.0,2.0,0.8643,0.773205
4,R32,Son 32,4-5-1,M3,M,3,12813013,331737,Youri Tielemans,Belgium,Senegal,120.0,8.6,2.0,0.0,0.9831,0.032054
4,R32,Son 32,4-5-1,M4,M,3,12813011,1174889,Gustavo Puerta,Colombia,Ghana,90.0,8.4,0.0,0.0,0.0493,0.224779
4,R32,Son 32,4-5-1,M5,M,3,12813014,1019322,Florian Wirtz,Germany,Paraguay,110.0,8.3,0.0,1.0,0.0711,0.674857
4,R32,Son 32,4-5-1,F1,F,4,12812995,826643,Kylian Mbappé,France,Sweden,85.0,9.8,2.0,0.0,0.5974,0.0984948
4,R32,Son 32,5-3-2,G1,G,1,12813014,991709,Orlando Gill,Paraguay,Germany,120.0,9.9,0.0,0.0,0.0,0.0050363
4,R32,Son 32,5-3-2,D1,D,2,12812999,859999,Lisandro Martínez,Argentina,Cabo Verde,120.0,9.2,1.0,1.0,0.0517,0.472376
4,R32,Son 32,5-3-2,D2,D,2,12813004,913654,Pedro Porro,Spain,Austria,90.0,8.4,1.0,0.0,0.5267,0.0979161
4,R32,Son 32,5-3-2,D3,D,2,12813004,794939,Marc Cucurella,Spain,Austria,90.0,8.3,0.0,2.0,0.0,0.368317
4,R32,Son 32,5-3-2,D4,D,2,12813014,259117,Joshua Kimmich,Germany,Paraguay,120.0,8.0,0.0,0.0,0.1171,0.113682
4,R32,Son 32,5-3-2,D5,D,2,12813014,877452,José Canale,Paraguay,Germany,120.0,8.0,0.0,0.0,0.0,0.0002266
4,R32,Son 32,5-3-2,M1,M,3,12813000,886223,Stephen Eustaquio,Canada,South Africa,90.0,8.8,1.0,0.0,0.1148,0.608903
4,R32,Son 32,5-3-2,M2,M,3,12812995,978838,Michael Olise,France,Sweden,85.0,8.8,0.0,2.0,0.8643,0.773205
4,R32,Son 32,5-3-2,M3,M,3,12813013,331737,Youri Tielemans,Belgium,Senegal,120.0,8.6,2.0,0.0,0.9831,0.032054
4,R32,Son 32,5-3-2,F1,F,4,12812995,826643,Kylian Mbappé,France,Sweden,85.0,9.8,2.0,0.0,0.5974,0.0984948
4,R32,Son 32,5-3-2,F2,F,4,12812999,12994,Lionel Messi,Argentina,Cabo Verde,120.0,9.5,1.0,0.0,1.326,0.714547
5,R16,Son 16,3-4-3,G1,G,1,12812991,556866,Gregor Kobel,Switzerland,Colombia,120.0,9.3,0.0,0.0,0.0,0.00047486
5,R16,Son 16,3-4-3,D1,D,2,12813009,847030,Noussair Mazraoui,Morocco,Canada,90.0,7.9,0.0,0.0,0.0,0.0034874
5,R16,Son 16,3-4-3,D2,D,2,12812993,829932,Cristian Romero,Argentina,Egypt,89.0,7.7,1.0,0.0,0.3505,0.0187007
5,R16,Son 16,3-4-3,D3,D,2,12812991,344847,Johan Mojica,Colombia,Switzerland,120.0,7.6,0.0,0.0,0.0,0.0315909
5,R16,Son 16,3-4-3,M1,M,3,12813007,991011,Jude Bellingham,England,Mexico,90.0,9.0,2.0,0.0,0.7287,0.0520839
5,R16,Son 16,3-4-3,M2,M,3,12813009,991421,Azzedine Ounahi,Morocco,Canada,87.0,9.0,2.0,0.0,0.2355,0.0656051
5,R16,Son 16,3-4-3,M3,M,3,12812993,255389,Leandro Paredes,Argentina,Egypt,90.0,8.3,0.0,0.0,0.0273,0.210305
5,R16,Son 16,3-4-3,M4,M,3,12812991,117777,Granit Xhaka,Switzerland,Colombia,120.0,8.0,0.0,0.0,0.0446,0.0651359
5,R16,Son 16,3-4-3,F1,F,4,12812993,12994,Lionel Messi,Argentina,Egypt,90.0,9.3,1.0,1.0,1.0079,0.971993
5,R16,Son 16,3-4-3,F2,F,4,12813006,839956,Erling Haaland,Norway,Brazil,90.0,9.1,2.0,0.0,0.4674,0.0742239
5,R16,Son 16,3-4-3,F3,F,4,12813002,960441,Charles De Ketelaere,Belgium,USA,67.0,8.5,2.0,1.0,1.113,0.0160735
5,R16,Son 16,3-5-2,G1,G,1,12812991,556866,Gregor Kobel,Switzerland,Colombia,120.0,9.3,0.0,0.0,0.0,0.00047486
5,R16,Son 16,3-5-2,D1,D,2,12813009,847030,Noussair Mazraoui,Morocco,Canada,90.0,7.9,0.0,0.0,0.0,0.0034874
5,R16,Son 16,3-5-2,D2,D,2,12812993,829932,Cristian Romero,Argentina,Egypt,89.0,7.7,1.0,0.0,0.3505,0.0187007
5,R16,Son 16,3-5-2,D3,D,2,12812991,344847,Johan Mojica,Colombia,Switzerland,120.0,7.6,0.0,0.0,0.0,0.0315909
5,R16,Son 16,3-5-2,M1,M,3,12813007,991011,Jude Bellingham,England,Mexico,90.0,9.0,2.0,0.0,0.7287,0.0520839
5,R16,Son 16,3-5-2,M2,M,3,12813009,991421,Azzedine Ounahi,Morocco,Canada,87.0,9.0,2.0,0.0,0.2355,0.0656051
5,R16,Son 16,3-5-2,M3,M,3,12812993,255389,Leandro Paredes,Argentina,Egypt,90.0,8.3,0.0,0.0,0.0273,0.210305
5,R16,Son 16,3-5-2,M4,M,3,12812991,117777,Granit Xhaka,Switzerland,Colombia,120.0,8.0,0.0,0.0,0.0446,0.0651359
5,R16,Son 16,3-5-2,M5,M,3,12812993,974505,Enzo Fernández,Argentina,Egypt,90.0,8.0,1.0,0.0,0.2528,0.558711
5,R16,Son 16,3-5-2,F1,F,4,12812993,12994,Lionel Messi,Argentina,Egypt,90.0,9.3,1.0,1.0,1.0079,0.971993
5,R16,Son 16,3-5-2,F2,F,4,12813006,839956,Erling Haaland,Norway,Brazil,90.0,9.1,2.0,0.0,0.4674,0.0742239
5,R16,Son 16,4-2-3-1,G1,G,1,12812991,556866,Gregor Kobel,Switzerland,Colombia,120.0,9.3,0.0,0.0,0.0,0.00047486
5,R16,Son 16,4-2-3-1,D1,D,2,12813009,847030,Noussair Mazraoui,Morocco,Canada,90.0,7.9,0.0,0.0,0.0,0.0034874
5,R16,Son 16,4-2-3-1,D2,D,2,12812993,829932,Cristian Romero,Argentina,Egypt,89.0,7.7,1.0,0.0,0.3505,0.0187007
5,R16,Son 16,4-2-3-1,D3,D,2,12812991,344847,Johan Mojica,Colombia,Switzerland,120.0,7.6,0.0,0.0,0.0,0.0315909
5,R16,Son 16,4-2-3-1,D4,D,2,12813010,798583,Dayot Upamecano,France,Paraguay,90.0,7.5,0.0,0.0,0.0,0.0543508
5,R16,Son 16,4-2-3-1,M1,M,3,12813007,991011,Jude Bellingham,England,Mexico,90.0,9.0,2.0,0.0,0.7287,0.0520839
5,R16,Son 16,4-2-3-1,M2,M,3,12813009,991421,Azzedine Ounahi,Morocco,Canada,87.0,9.0,2.0,0.0,0.2355,0.0656051
5,R16,Son 16,4-2-3-1,M3,M,3,12812993,255389,Leandro Paredes,Argentina,Egypt,90.0,8.3,0.0,0.0,0.0273,0.210305
5,R16,Son 16,4-2-3-1,M4,M,3,12812991,117777,Granit Xhaka,Switzerland,Colombia,120.0,8.0,0.0,0.0,0.0446,0.0651359
5,R16,Son 16,4-2-3-1,M5,M,3,12812993,974505,Enzo Fernández,Argentina,Egypt,90.0,8.0,1.0,0.0,0.2528,0.558711
5,R16,Son 16,4-2-3-1,F1,F,4,12812993,12994,Lionel Messi,Argentina,Egypt,90.0,9.3,1.0,1.0,1.0079,0.971993
5,R16,Son 16,4-3-3,G1,G,1,12812991,556866,Gregor Kobel,Switzerland,Colombia,120.0,9.3,0.0,0.0,0.0,0.00047486
5,R16,Son 16,4-3-3,D1,D,2,12813009,847030,Noussair Mazraoui,Morocco,Canada,90.0,7.9,0.0,0.0,0.0,0.0034874
5,R16,Son 16,4-3-3,D2,D,2,12812993,829932,Cristian Romero,Argentina,Egypt,89.0,7.7,1.0,0.0,0.3505,0.0187007
5,R16,Son 16,4-3-3,D3,D,2,12812991,344847,Johan Mojica,Colombia,Switzerland,120.0,7.6,0.0,0.0,0.0,0.0315909
5,R16,Son 16,4-3-3,D4,D,2,12813010,798583,Dayot Upamecano,France,Paraguay,90.0,7.5,0.0,0.0,0.0,0.0543508
5,R16,Son 16,4-3-3,M1,M,3,12813007,991011,Jude Bellingham,England,Mexico,90.0,9.0,2.0,0.0,0.7287,0.0520839
5,R16,Son 16,4-3-3,M2,M,3,12813009,991421,Azzedine Ounahi,Morocco,Canada,87.0,9.0,2.0,0.0,0.2355,0.0656051
5,R16,Son 16,4-3-3,M3,M,3,12812993,255389,Leandro Paredes,Argentina,Egypt,90.0,8.3,0.0,0.0,0.0273,0.210305
5,R16,Son 16,4-3-3,F1,F,4,12812993,12994,Lionel Messi,Argentina,Egypt,90.0,9.3,1.0,1.0,1.0079,0.971993
5,R16,Son 16,4-3-3,F2,F,4,12813006,839956,Erling Haaland,Norway,Brazil,90.0,9.1,2.0,0.0,0.4674,0.0742239
5,R16,Son 16,4-3-3,F3,F,4,12813002,960441,Charles De Ketelaere,Belgium,USA,67.0,8.5,2.0,1.0,1.113,0.0160735
5,R16,Son 16,4-4-2,G1,G,1,12812991,556866,Gregor Kobel,Switzerland,Colombia,120.0,9.3,0.0,0.0,0.0,0.00047486
5,R16,Son 16,4-4-2,D1,D,2,12813009,847030,Noussair Mazraoui,Morocco,Canada,90.0,7.9,0.0,0.0,0.0,0.0034874
5,R16,Son 16,4-4-2,D2,D,2,12812993,829932,Cristian Romero,Argentina,Egypt,89.0,7.7,1.0,0.0,0.3505,0.0187007
5,R16,Son 16,4-4-2,D3,D,2,12812991,344847,Johan Mojica,Colombia,Switzerland,120.0,7.6,0.0,0.0,0.0,0.0315909
5,R16,Son 16,4-4-2,D4,D,2,12813010,798583,Dayot Upamecano,France,Paraguay,90.0,7.5,0.0,0.0,0.0,0.0543508
5,R16,Son 16,4-4-2,M1,M,3,12813007,991011,Jude Bellingham,England,Mexico,90.0,9.0,2.0,0.0,0.7287,0.0520839
5,R16,Son 16,4-4-2,M2,M,3,12813009,991421,Azzedine Ounahi,Morocco,Canada,87.0,9.0,2.0,0.0,0.2355,0.0656051
5,R16,Son 16,4-4-2,M3,M,3,12812993,255389,Leandro Paredes,Argentina,Egypt,90.0,8.3,0.0,0.0,0.0273,0.210305
5,R16,Son 16,4-4-2,M4,M,3,12812991,117777,Granit Xhaka,Switzerland,Colombia,120.0,8.0,0.0,0.0,0.0446,0.0651359
5,R16,Son 16,4-4-2,F1,F,4,12812993,12994,Lionel Messi,Argentina,Egypt,90.0,9.3,1.0,1.0,1.0079,0.971993
5,R16,Son 16,4-4-2,F2,F,4,12813006,839956,Erling Haaland,Norway,Brazil,90.0,9.1,2.0,0.0,0.4674,0.0742239
5,R16,Son 16,4-5-1,G1,G,1,12812991,556866,Gregor Kobel,Switzerland,Colombia,120.0,9.3,0.0,0.0,0.0,0.00047486
5,R16,Son 16,4-5-1,D1,D,2,12813009,847030,Noussair Mazraoui,Morocco,Canada,90.0,7.9,0.0,0.0,0.0,0.0034874
