stage_order,stage_code,stage_label,round_number,round_name,analysis_position,position_rank,event_id,player_id,player_name,national_team_name,opponent_team_name,home_team_name,away_team_name,home_score,away_score,appearance_type,is_starter,stat_minutesPlayed,stat_rating,stat_goals,stat_goalAssist,stat_expectedGoals,stat_expectedAssists
1,GROUP_MD1,Grup 1. Maçları,1,,M,5,15186783,827606,Rodri,Spain,Cabo Verde,Spain,Cabo Verde,0.0,0.0,starter,True,87.0,8.6,0.0,0.0,0.1098,0.436568
1,GROUP_MD1,Grup 1. Maçları,1,,M,6,15186710,843114,Julián Quiñones,Mexico,South Africa,Mexico,South Africa,2.0,0.0,starter,True,79.0,8.6,1.0,0.0,0.3701,0.0779786
1,GROUP_MD1,Grup 1. Maçları,1,,M,7,15186899,907463,Felix Nmecha,Germany,Curaçao,Germany,Curaçao,7.0,1.0,starter,True,73.0,8.5,1.0,0.0,0.2611,0.0849298
1,GROUP_MD1,Grup 1. Maçları,1,,M,8,15186710,865500,Roberto Alvarado,Mexico,South Africa,Mexico,South Africa,2.0,0.0,starter,True,90.0,8.2,0.0,1.0,0.0,0.712317
1,GROUP_MD1,Grup 1. Maçları,1,,M,9,15186904,2087085,Yan Diomande,Côte d'Ivoire,Ecuador,Côte d'Ivoire,Ecuador,1.0,0.0,starter,True,90.0,8.2,0.0,0.0,0.2016,0.341393
1,GROUP_MD1,Grup 1. Maçları,1,,M,10,15186899,1010231,Jamal Musiala,Germany,Curaçao,Germany,Curaçao,7.0,1.0,starter,True,64.0,8.1,1.0,0.0,0.2898,0.0773499
2,GROUP_MD2,Grup 2. Maçları,2,,D,1,15186858,989768,Nuno Mendes,Portugal,Uzbekistan,Portugal,Uzbekistan,5.0,0.0,starter,True,90.0,8.9,1.0,0.0,0.1681,0.352626
2,GROUP_MD2,Grup 2. Maçları,2,,D,2,15186957,759520,Denzel Dumfries,Netherlands,Sweden,Netherlands,Sweden,5.0,1.0,starter,True,90.0,8.8,0.0,2.0,0.0,0.417216
2,GROUP_MD2,Grup 2. Maçları,2,,D,3,15186798,829207,Richie Laryea,Canada,Qatar,Canada,Qatar,6.0,0.0,starter,True,90.0,8.8,0.0,0.0,0.0273,0.783665
2,GROUP_MD2,Grup 2. Maçları,2,,D,4,15186798,984419,Alistair Johnston,Canada,Qatar,Canada,Qatar,6.0,0.0,starter,True,90.0,8.6,0.0,0.0,0.0541,1.28156
2,GROUP_MD2,Grup 2. Maçları,2,,D,5,15186499,223340,Shoja Khalilzadeh,Iran,Belgium,Belgium,Iran,0.0,0.0,starter,True,90.0,8.4,0.0,0.0,0.0229,0.00499696
2,GROUP_MD2,Grup 2. Maçları,2,,D,6,15186878,1184541,Alexander Freeman,USA,Australia,USA,Australia,2.0,0.0,starter,True,90.0,8.3,1.0,0.0,0.337,0.0305786
2,GROUP_MD2,Grup 2. Maçları,2,,D,7,15186672,877994,Marc Guéhi,England,Ghana,England,Ghana,0.0,0.0,starter,True,90.0,8.3,0.0,0.0,0.168,0.0667145
2,GROUP_MD2,Grup 2. Maçları,2,,D,8,15186879,989801,Juan Cáceres,Paraguay,Türkiye,Türkiye,Paraguay,0.0,1.0,starter,True,81.0,8.2,0.0,0.0,0.0528,0.00085959
2,GROUP_MD2,Grup 2. Maçları,2,,D,9,15186769,798583,Dayot Upamecano,France,Iraq,France,Iraq,3.0,0.0,starter,True,90.0,8.1,0.0,0.0,0.0,0.324739
2,GROUP_MD2,Grup 2. Maçları,2,,D,10,15186770,758168,Moussa Niakhaté,Senegal,Norway,Norway,Senegal,3.0,2.0,starter,True,90.0,8.1,0.0,0.0,0.0,0.0395421
2,GROUP_MD2,Grup 2. Maçları,2,,F,1,15186963,985823,Ayase Ueda,Japan,Tunisia,Tunisia,Japan,0.0,4.0,starter,True,84.0,9.6,2.0,1.0,0.5374,0.345397
