event_id,player_id,player_name,status,point_count,method,raw_path,error
12812998,910048,Brian Brobbey,downloaded,16,playwright,data/raw/player_heatmaps/match_level/12812998_910048.json,
12812998,917005,Crysencio Summerville,downloaded,56,playwright,data/raw/player_heatmaps/match_level/12812998_917005.json,
12812998,991421,Azzedine Ounahi,downloaded,99,playwright,data/raw/player_heatmaps/match_level/12812998_991421.json,
12812998,962012,Jan Paul van Hecke,downloaded,90,playwright,data/raw/player_heatmaps/match_level/12812998_962012.json,
12812998,998247,Micky van de Ven,downloaded,35,playwright,data/raw/player_heatmaps/match_level/12812998_998247.json,
12812998,959805,Quinten Timber,downloaded,27,playwright,data/raw/player_heatmaps/match_level/12812998_959805.json,
12812998,961684,Anass Salah-Eddine,downloaded,75,playwright,data/raw/player_heatmaps/match_level/12812998_961684.json,
12812998,1064218,Chadi Riad,downloaded,64,playwright,data/raw/player_heatmaps/match_level/12812998_1064218.json,
12812998,994363,Bart Verbruggen,downloaded,52,playwright,data/raw/player_heatmaps/match_level/12812998_994363.json,
12812998,1063767,Ismael Saibari,downloaded,55,playwright,data/raw/player_heatmaps/match_level/12812998_1063767.json,
12812998,1126569,Bilal El Khannouss,downloaded,77,playwright,data/raw/player_heatmaps/match_level/12812998_1126569.json,
12812998,1153079,Jorrel Hato,downloaded,14,playwright,data/raw/player_heatmaps/match_level/12812998_1153079.json,
12812998,1605921,Samir El Mourabet,downloaded,82,playwright,data/raw/player_heatmaps/match_level/12812998_1605921.json,
12812998,1142675,Chemsdine Talbi,downloaded,31,playwright,data/raw/player_heatmaps/match_level/12812998_1142675.json,
12812998,1128530,Neil El Aynaoui,downloaded,178,playwright,data/raw/player_heatmaps/match_level/12812998_1128530.json,
12812998,1564180,Ayyoub Bouaddi,downloaded,80,playwright,data/raw/player_heatmaps/match_level/12812998_1564180.json,
12812998,1638338,Gessime Yassine,downloaded,37,playwright,data/raw/player_heatmaps/match_level/12812998_1638338.json,
12812999,147138,Pico,downloaded,80,playwright,data/raw/player_heatmaps/match_level/12812999_147138.json,
12812999,158243,Nicolás Tagliafico,downloaded,33,playwright,data/raw/player_heatmaps/match_level/12812999_158243.json,
12812999,209374,Nuno Da Costa,downloaded,15,playwright,data/raw/player_heatmaps/match_level/12812999_209374.json,
12812999,158263,Emiliano Martínez,downloaded,46,playwright,data/raw/player_heatmaps/match_level/12812999_158263.json,
12812999,249399,Rodrigo De Paul,downloaded,95,playwright,data/raw/player_heatmaps/match_level/12812999_249399.json,
12812999,287833,Steven Moreira,downloaded,60,playwright,data/raw/player_heatmaps/match_level/12812999_287833.json,
12812999,12994,Lionel Messi,downloaded,93,playwright,data/raw/player_heatmaps/match_level/12812999_12994.json,
12812999,52797,Ryan Mendes,downloaded,37,playwright,data/raw/player_heatmaps/match_level/12812999_52797.json,
12812999,784677,Diney Borges,downloaded,92,playwright,data/raw/player_heatmaps/match_level/12812999_784677.json,
12812999,307436,Vozinha,downloaded,67,playwright,data/raw/player_heatmaps/match_level/12812999_307436.json,
12812999,255389,Leandro Paredes,downloaded,54,playwright,data/raw/player_heatmaps/match_level/12812999_255389.json,
12812999,798177,Laros Duarte,downloaded,30,playwright,data/raw/player_heatmaps/match_level/12812999_798177.json,
12812999,822933,Gonzalo Montiel,downloaded,10,playwright,data/raw/player_heatmaps/match_level/12812999_822933.json,
12812999,823984,Lautaro Martínez,downloaded,33,playwright,data/raw/player_heatmaps/match_level/12812999_823984.json,
12812999,831799,Nahuel Molina,downloaded,82,playwright,data/raw/player_heatmaps/match_level/12812999_831799.json,
12812999,845802,Jovane Cabral,downloaded,42,playwright,data/raw/player_heatmaps/match_level/12812999_845802.json,
12812999,859999,Lisandro Martínez,downloaded,140,playwright,data/raw/player_heatmaps/match_level/12812999_859999.json,
12812999,815080,Jamiro Monteiro,downloaded,56,playwright,data/raw/player_heatmaps/match_level/12812999_815080.json,
