player_id,player_name,team_name,matches_with_heatmap,heatmap_point_count,grid_x,grid_y,npz_key
1093229,Nathan-Dylan Saliba,Canada,3,163,21,14,1093229
788027,Theo Hernández,France,3,162,21,14,788027
1091303,Petar Sučić,Croatia,3,161,21,14,1091303
591706,Ellyes Skhiri,Tunisia,3,160,21,14,591706
791355,Eldor Shomurodov,Uzbekistan,3,160,21,14,791355
905264,Liberato Cacace,New Zealand,3,160,21,14,905264
881831,Abdulelah Al-Amri,Saudi Arabia,3,159,21,14,881831
1194333,Abdukodir Khusanov,Uzbekistan,3,159,21,14,1194333
874568,Juan Sanabria,Uruguay,3,158,21,14,874568
197904,Max Crocombe,New Zealand,3,157,21,14,197904
919027,Ali Abdi,Tunisia,3,157,21,14,919027
1471764,El Hadji Malick Diouf,Senegal,3,157,21,14,1471764
884189,Pedro Miguel,Qatar,3,156,21,14,884189
160893,Salem Al-Dawsari,Saudi Arabia,3,155,21,14,160893
155882,Tim Payne,New Zealand,3,153,21,14,155882
826202,Yan Valery,Tunisia,3,153,21,14,826202
812531,Milad Mohammadi,Iran,3,152,21,14,812531
846413,Agustín Canobbio,Uruguay,3,152,21,14,846413
1049701,Ivan Bašić,Bosnia & Herzegovina,3,151,21,14,1049701
1136642,Livano Comenencia,Curaçao,3,151,21,14,1136642
1179164,Thapelo Maseko,South Africa,3,151,21,14,1179164
1155625,Cristian Volpato,Australia,3,150,21,14,1155625
791374,Alireza Beiranvand,Iran,3,149,21,14,791374
841006,Cristian Martínez,Panama,3,149,21,14,841006
576220,Aziz Behich,Australia,3,148,21,14,576220
825845,Tahith Chong,Curaçao,3,148,21,14,825845
980916,Alexander Bernhardsson,Sweden,3,148,21,14,980916
1012458,Mahmud Abunada,Qatar,3,148,21,14,1012458
37224,Johny Placide,Haiti,3,146,21,14,37224
40859,Eloy Room,Curaçao,3,146,21,14,40859
1020141,Nathan Patterson,Scotland,3,146,21,14,1020141
1892282,Issa Laye,Qatar,3,145,21,14,1892282
822743,Sarpreet Singh,New Zealand,3,144,21,14,822743
851671,João Félix,Portugal,3,144,21,14,851671
886041,Orlando Mosquera,Panama,3,144,21,14,886041
359272,Sofyan Amrabat,Morocco,3,143,21,14,359272
842253,José Luis Rodríguez,Panama,3,143,21,14,842253
989882,Ramiz Zerrouki,Algeria,3,142,21,14,989882
996805,Mohammad Mohebi,Iran,3,142,21,14,996805
794541,Akram Afif,Qatar,3,141,21,14,794541
812997,Ehsan Haddad,Jordan,3,141,21,14,812997
902083,Liam Millar,Canada,3,141,21,14,902083
927366,Matěj Kovář,Czechia,3,141,21,14,927366
1090019,Martin Baturina,Croatia,3,141,21,14,1090019
791416,Mohammed Al-Owais,Saudi Arabia,3,140,21,14,791416
1469180,Moise Bombito,Canada,3,140,21,14,1469180
989236,Israel Reyes,Mexico,3,139,21,14,989236
814590,Marcus Rashford,England,3,138,21,14,814590
822753,Callum McCowatt,New Zealand,3,138,21,14,822753
920815,Ibrahim Bayesh,Iraq,3,137,21,14,920815
929193,Maximiliano Araújo,Uruguay,3,137,21,14,929193
754330,Uğurcan Çakır,Türkiye,3,134,21,14,754330
1177177,Deveron Fonville,Curaçao,3,133,21,14,1177177
802133,Luca Zidane,Algeria,3,132,21,14,802133
907461,Orkun Kökçü,Türkiye,3,132,21,14,907461
980728,Ali Olwan,Jordan,3,132,21,14,980728
1006147,Anis Ben Slimane,Tunisia,3,132,21,14,1006147
825731,Michal Sadílek,Czechia,3,131,21,14,825731
979232,Anthony Elanga,Sweden,3,130,21,14,979232
580226,Mory Diaw,Senegal,3,128,21,14,580226
954066,Ruben Providence,Haiti,3,128,21,14,954066
985923,Hicham Boudaoui,Algeria,3,128,21,14,985923
836683,Mert Müldür,Türkiye,3,127,21,14,836683
548050,Saman Ghoddos,Iran,3,126,21,14,548050
1106234,Musab Al Juwayr,Saudi Arabia,3,126,21,14,1106234
192442,Raúl Jiménez,Mexico,3,125,21,14,192442
1022679,Moteb Al-Harbi,Saudi Arabia,3,124,21,14,1022679
50480,Chris Wood,New Zealand,3,123,21,14,50480
250223,John McGinn,Scotland,3,122,21,14,250223
823631,Dodi Lukebakio,Belgium,3,122,21,14,823631
846081,Houssem Aouar,Algeria,3,122,21,14,846081
893549,Tijjani Reijnders,Netherlands,3,122,21,14,893549
823941,Alexander Isak,Sweden,3,121,21,14,823941
881837,Hassan Tambakti,Saudi Arabia,3,121,21,14,881837
818667,Ali Lajami,Saudi Arabia,3,118,21,14,818667
879802,John Yeboah,Ecuador,3,117,21,14,879802
1804369,Mohammed Abu Al-Shamat,Saudi Arabia,3,117,21,14,1804369
893307,Firas Al-Buraikan,Saudi Arabia,3,115,21,14,893307
926479,Akmal Mozgovoy,Uzbekistan,3,115,21,14,926479
957604,Pavel Šulc,Czechia,3,115,21,14,957604
1403491,Alexandr Sojka,Czechia,3,115,21,14,1403491
1118429,Abbosbek Fayzullaev,Uzbekistan,3,113,21,14,1118429
1087805,Marvin Senaya,Ghana,3,112,21,14,1087805
828294,Yazeed Abu Laila,Jordan,3,110,21,14,828294
889052,Willy Semedo,Cabo Verde,3,110,21,14,889052
963399,Nathanaël Mbuku,DR Congo,3,110,21,14,963399
1049534,Jaouen Hadjam,Algeria,3,110,21,14,1049534
1514870,Tyler Bindon,New Zealand,3,109,21,14,1514870
28381,Fernando Muslera,Uruguay,3,107,21,14,28381
867179,Abdullah Al-Khaibari,Saudi Arabia,3,106,21,14,867179
1010010,Ali Al-Hamadi,Iraq,3,106,21,14,1010010
911427,Ahmed Fathi,Qatar,3,105,21,14,911427
1154861,Ben Gannon-Doak,Scotland,3,104,21,14,1154861
97409,Jürgen Locadia,Curaçao,3,102,21,14,97409
797734,Edmilson Junior,Qatar,3,102,21,14,797734
838629,Álvaro Fidalgo,Mexico,3,102,21,14,838629
1014276,Sherzod Nasrullaev,Uzbekistan,3,102,21,14,1014276
1035986,Josué Casimir,Haiti,3,102,21,14,1035986
111505,Son Heung-min,South Korea,3,100,21,14,111505
794373,Carlens Arcus,Haiti,3,100,21,14,794373
832420,Daizen Maeda,Japan,3,100,21,14,832420
1564998,Relebohile Mofokeng,South Africa,3,100,21,14,1564998
1411145,Niko Sigur,Canada,3,99,21,14,1411145
904424,Elisha Owusu,Ghana,3,98,21,14,904424
75756,Kenny McLean,Scotland,3,95,21,14,75756
357596,Nikola Vlašić,Croatia,3,95,21,14,357596
904096,Barış Alper Yılmaz,Türkiye,3,95,21,14,904096
914309,Iliman Ndiaye,Senegal,3,95,21,14,914309
917305,Edo Kayembe,DR Congo,3,95,21,14,917305
1128532,Habib Diarra,Senegal,3,94,21,14,1128532
877513,Nicolás de la Cruz,Uruguay,3,92,21,14,877513
1457083,Benjamin Asare,Ghana,3,92,21,14,1457083
876600,Mousa Tamari,Jordan,3,90,21,14,876600
1066802,Marco Pašalić,Croatia,3,88,21,14,1066802
803039,Donyell Malen,Netherlands,3,87,21,14,803039
846122,Lukáš Provod,Czechia,3,86,21,14,846122
976104,Federico Viñas,Uruguay,3,85,21,14,976104
14990,Edin Džeko,Bosnia & Herzegovina,3,84,21,14,14990
812557,Mahmoud Al-Mardi,Jordan,3,84,21,14,812557
1218066,Anis Hadj Moussa,Algeria,3,83,21,14,1218066
993899,Shahriar Moghanlou,Iran,3,80,21,14,993899
322391,Ryan Christie,Scotland,3,77,21,14,322391
115665,Cédric Bakambu,DR Congo,3,76,21,14,115665
799041,Tomáš Souček,Czechia,3,76,21,14,799041
963801,Adam Hložek,Czechia,3,76,21,14,963801
111483,Michael Gregoritsch,Austria,3,74,21,14,111483
786186,Hwang Hee-chan,South Korea,3,74,21,14,786186
1010126,Lenny Joseph,Haiti,3,72,21,14,1010126
1113488,Ismael Gharbi,Tunisia,3,71,21,14,1113488
1202024,Ernest Nuamah,Ghana,3,71,21,14,1202024
243585,Fabinho,Brazil,3,70,21,14,243585
877980,Wilson Isidor,Haiti,3,69,21,14,877980
37318,Ante Budimir,Croatia,3,68,21,14,37318
280609,Patrik Schick,Czechia,3,68,21,14,280609
798303,Miro Muheim,Switzerland,3,68,21,14,798303
994556,Carney Chukwuemeka,Austria,3,68,21,14,994556
1638338,Gessime Yassine,Morocco,3,68,21,14,1638338
184661,Leon Goretzka,Germany,3,67,21,14,184661
924871,Darwin Núñez,Uruguay,3,66,21,14,924871
943278,Frantzdy Pierrot,Haiti,3,66,21,14,943278
1014561,Jassem Gaber Abdulsallam,Qatar,3,66,21,14,1014561
1021272,Daniel Svensson,Sweden,3,66,21,14,1021272
1094395,Hélio Varela,Cabo Verde,3,65,21,14,1094395
932233,Brian Rodríguez,Uruguay,3,64,21,14,932233
1049669,Jayden Adams,South Africa,3,64,21,14,1049669
1155358,Dailon Rocha Livramento,Cabo Verde,3,63,21,14,1155358
1019321,Igor Matanović,Croatia,3,62,21,14,1019321
991451,Louicius Don Deedson,Haiti,3,60,21,14,991451
333571,Ryan Thomas,New Zealand,3,59,21,14,333571
149479,Rani Khedira,Tunisia,3,57,21,14,149479
1019061,Mohamed Touré,Australia,3,57,21,14,1019061
877299,Jaminton Campaz,Colombia,3,56,21,14,877299
936184,José Fajardo,Panama,3,56,21,14,936184
1937497,Odeh Fakhoury,Jordan,3,55,21,14,1937497
1034082,Ardon Jashari,Switzerland,3,54,21,14,1034082
1568123,Bazoumana Touré,Côte d'Ivoire,3,54,21,14,1568123
1010634,Hyeon-gyu Oh,South Korea,3,53,21,14,1010634
1122425,Benjamin Old,New Zealand,3,52,21,14,1122425
870038,Saša Kalajdžić,Austria,3,51,21,14,870038
1217929,Azarias Londoño,Panama,3,46,21,14,1217929
1101887,Ahmed Qasem,Iraq,3,44,21,14,1101887
1119345,Obed Vargas,Mexico,3,42,21,14,1119345
1149353,Ermin Mahmić,Bosnia & Herzegovina,3,42,21,14,1149353
915991,Abdullah Al-Hamdan,Saudi Arabia,3,40,21,14,915991
979315,Elye Wahi,Côte d'Ivoire,3,39,21,14,979315
1083016,Mohamed Naceur Almanai,Qatar,3,38,21,14,1083016
1002506,Jesse Randall,New Zealand,3,36,21,14,1002506
1457997,Ali Al Azaizeh,Jordan,3,35,21,14,1457997
798178,Gervane Kastaneer,Curaçao,3,33,21,14,798178
957143,Sebastian Tounekti,Tunisia,3,33,21,14,957143
1149144,Matías Fernández-Pardo,Belgium,3,33,21,14,1149144
67647,Andrej Kramarić,Croatia,3,31,21,14,67647
138833,Memphis Depay,Netherlands,3,31,21,14,138833
281253,Jhon Córdoba,Colombia,3,31,21,14,281253
945204,Elias Achouri,Tunisia,3,29,21,14,945204
1472288,Prince Kwabena Adu,Ghana,3,28,21,14,1472288
352290,Cédric Itten,Switzerland,3,27,21,14,352290
980664,Saleem Obaid,Jordan,3,27,21,14,980664
892141,Santiago Giménez,Mexico,3,25,21,14,892141
804770,Jordy Caicedo,Ecuador,3,23,21,14,804770
919198,Firas Chaouat,Tunisia,3,22,21,14,919198
848276,Jean-Philippe Mateta,France,3,15,21,14,848276
135700,Hakan Çalhanoğlu,Türkiye,2,257,21,14,135700
825844,Ferdi Kadıoğlu,Türkiye,2,219,21,14,825844
841802,Andrés Andrade,Panama,2,203,21,14,841802
353138,Marcos Llorente,Spain,2,193,21,14,353138
806968,Merih Demiral,Türkiye,2,192,21,14,806968
843746,Stjepan Radeljić,Bosnia & Herzegovina,2,188,21,14,843746
576266,Philipp Lienhart,Austria,2,177,21,14,576266
940871,Nico Schlotterbeck,Germany,2,177,21,14,940871
1006509,Jiovany Ramos,Panama,2,170,21,14,1006509
952600,İsmail Yüksek,Türkiye,2,168,21,14,952600
1143667,Redouane Halhal,Morocco,2,167,21,14,1143667
1134351,Ismael Koné,Canada,2,166,21,14,1134351
363782,Derrick Luckassen,Ghana,2,164,21,14,363782
1646783,Lucas Herrington,Australia,2,162,21,14,1646783
978285,Wilfried Singo,Côte d'Ivoire,2,159,21,14,978285
845273,Jean-Ricner Bellegarde,Haiti,2,157,21,14,845273
95791,Grant Hanley,Scotland,2,142,21,14,95791
790989,Ko Itakura,Japan,2,142,21,14,790989
976251,Omar Rekik,Tunisia,2,142,21,14,976251
1597255,Bekhruz Karimov,Uzbekistan,2,133,21,14,1597255
841793,César Blackman,Panama,2,131,21,14,841793
893008,Zeki Çelik,Türkiye,2,131,21,14,893008
1160969,Brian Cipenga,DR Congo,2,130,21,14,1160969
126071,Kalidou Koulibaly,Senegal,2,122,21,14,126071
296438,Joshua Brenet,Curaçao,2,120,21,14,296438
845930,Jean-Kévin Duverne,Haiti,2,119,21,14,845930
954524,Abdulla Abdullaev,Uzbekistan,2,119,21,14,954524
978728,Jacob Widell Zetterström,Sweden,2,118,21,14,978728
907217,Jacob Italiano,Australia,2,116,21,14,907217
1001675,João Paulo,Cabo Verde,2,116,21,14,1001675
152077,John Stones,England,2,113,21,14,152077
1122369,Husam Ali Mohammad Abudahab,Jordan,2,113,21,14,1122369
888187,Khozhiakbar Alizhonov,Uzbekistan,2,111,21,14,888187
1843356,Zaid Ismail,Iraq,2,111,21,14,1843356
151440,Tomáš Holeš,Czechia,2,105,21,14,151440
1003339,Jarell Quansah,England,2,104,21,14,1003339
537552,Jae-sung Lee,South Korea,2,102,21,14,537552
138126,Phillipp Mwene,Austria,2,101,21,14,138126
793857,Azizjon Ganiev,Uzbekistan,2,100,21,14,793857
822459,Auston Trusty,USA,2,99,21,14,822459
856076,David Raum,Germany,2,97,21,14,856076
303826,Karim Boudiaf,Qatar,2,95,21,14,303826
845074,Edouard Mendy,Senegal,2,95,21,14,845074
981483,Eren Elmalı,Türkiye,2,95,21,14,981483
1150051,Zaid Tahseen,Iraq,2,95,21,14,1150051
888896,Ahmed Basil,Iraq,2,91,21,14,888896
795005,Salih Özcan,Türkiye,2,90,21,14,795005
805465,Pervis Estupiñán,Ecuador,2,90,21,14,805465
831005,Raphinha,Brazil,2,90,21,14,831005
1002355,Lee Tae-seok,South Korea,2,87,21,14,1002355
118204,Jaroslav Zelený,Czechia,2,86,21,14,118204
186719,Florian Grillitsch,Austria,2,86,21,14,186719
22596,Kristoffer Nordfeldt,Sweden,2,85,21,14,22596
1000465,Abduvokhid Nematov,Uzbekistan,2,84,21,14,1000465
1171451,Nico Paz,Argentina,2,84,21,14,1171451
358084,Cameron Burgess,Australia,2,83,21,14,358084
1019957,Steve Kapuadi,DR Congo,2,82,21,14,1019957
237098,Lawrence Shankland,Scotland,2,79,21,14,237098
942836,Haissem Hassan,Egypt,2,79,21,14,942836
1198374,Aymen Dahmen,Tunisia,2,79,21,14,1198374
196454,Jalal Hassan,Iraq,2,78,21,14,196454
366592,Kieran Tierney,Scotland,2,78,21,14,366592
358880,Dostonbek Khamdamov,Uzbekistan,2,77,21,14,358880
952114,Lukáš Červ,Czechia,2,77,21,14,952114
791092,Lawrence Ati Zigi,Ghana,2,76,21,14,791092
1002920,Joe Scally,USA,2,76,21,14,1002920
1066729,Ali Jasim,Iraq,2,76,21,14,1066729
1026069,Jin-seob Park,South Korea,2,75,21,14,1026069
796497,Sultan Al-Brake,Qatar,2,74,21,14,796497
986400,Nawaf Boushal,Saudi Arabia,2,74,21,14,986400
1396639,Ayoub Al Oui,Qatar,2,74,21,14,1396639
873221,Ayumu Seko,Japan,2,73,21,14,873221
1009476,Jin-gyu Kim,South Korea,2,73,21,14,1009476
845802,Jovane Cabral,Cabo Verde,2,72,21,14,845802
1002711,Pape Matar Sarr,Senegal,2,72,21,14,1002711
1403414,Jakhongir Urozov,Uzbekistan,2,72,21,14,1403414
227894,Jesper Karlström,Sweden,2,70,21,14,227894
191188,Seko Fofana,Côte d'Ivoire,2,69,21,14,191188
796500,Assim Madibo,Qatar,2,68,21,14,796500
857738,Yunus Akgün,Türkiye,2,68,21,14,857738
962056,Hussein Ali,Iraq,2,68,21,14,962056
942213,Tsuyoshi Watanabe,Japan,2,67,21,14,942213
1127823,Luca Jaquez,Switzerland,2,66,21,14,1127823
933433,Homam Al-Amin,Qatar,2,65,21,14,933433
799046,Waldemar Anton,Germany,2,63,21,14,799046
812952,Hossein Kanaani,Iran,2,63,21,14,812952
1103693,Pablo Gavi,Spain,2,63,21,14,1103693
1130946,Elias Saad,Tunisia,2,63,21,14,1130946
823992,Odiljon Khamrobekov,Uzbekistan,2,62,21,14,823992
1063327,Hossam Abdelmaguid,Egypt,2,61,21,14,1063327
1092638,Jeremy Antonisse,Curaçao,2,61,21,14,1092638
788284,Ajdin Hrustić,Australia,2,60,21,14,788284
843200,Diogo Dalot,Portugal,2,59,21,14,843200
876599,Jørgen Strand Larsen,Norway,2,57,21,14,876599
855810,Timothy Weah,USA,2,56,21,14,855810
924973,Kristian Thorstvedt,Norway,2,56,21,14,924973
1836024,Saleh Hardani,Iran,2,55,21,14,1836024
124712,Neymar,Brazil,2,54,21,14,124712
303258,Jason Geria,Australia,2,54,21,14,303258
812999,Aymen Hussein,Iraq,2,54,21,14,812999
1014286,Malick Thiaw,Germany,2,53,21,14,1014286
985156,Yusuf Abdurisag,Qatar,2,52,21,14,985156
1018822,Zineddine Belaid,Algeria,2,52,21,14,1018822
818064,Yannick Semedo,Cabo Verde,2,51,21,14,818064
1187376,Dominique Simon,Haiti,2,51,21,14,1187376
927797,Jovo Lukić,Bosnia & Herzegovina,2,50,21,14,927797
827668,Petar Musa,Croatia,2,48,21,14,827668
783374,Iñaki Williams,Ghana,2,46,21,14,783374
984624,Yéremy Pino,Spain,2,46,21,14,984624
988893,Armin Gigović,Bosnia & Herzegovina,2,46,21,14,988893
1440948,Can Uzun,Türkiye,2,45,21,14,1440948
362504,Rebin Sulaka,Iraq,2,43,21,14,362504
1196902,Ehsan Hajsafi,Iran,2,43,21,14,1196902
1546739,Alexandro Maidana,Paraguay,2,43,21,14,1546739
773409,Che Adams,Scotland,2,42,21,14,773409
988656,Gustavo Caballero,Paraguay,2,42,21,14,988656
959805,Quinten Timber,Netherlands,2,41,21,14,959805
280955,Rúben Neves,Portugal,2,40,21,14,280955
333261,Antonio Sanabria,Paraguay,2,40,21,14,333261
1473092,Kojo Peprah Oppong,Ghana,2,39,21,14,1473092
795282,Guillermo Martínez,Mexico,2,38,21,14,795282
862078,Meschak Elia,DR Congo,2,38,21,14,862078
1188191,Oumar Diakité,Côte d'Ivoire,2,38,21,14,1188191
344953,Théo Bongonda,DR Congo,2,37,21,14,344953
1007556,Fiston Mayele,DR Congo,2,36,21,14,1007556
758664,Charles Pickel,DR Congo,2,35,21,14,758664
796328,Ismael Díaz,Panama,2,34,21,14,796328
903324,Kerem Aktürkoğlu,Türkiye,2,34,21,14,903324
978062,Alexander Prass,Austria,2,34,21,14,978062
881844,Ángelo Preciado,Ecuador,2,33,21,14,881844
987504,Patrick Wimmer,Austria,2,33,21,14,987504
1022820,Taha Abdi Ali,Sweden,2,33,21,14,1022820
787429,Garry Rodrigues,Cabo Verde,2,32,21,14,787429
1111215,Gilson Tavares,Cabo Verde,2,32,21,14,1111215
1167312,Alex Arce,Paraguay,2,32,21,14,1167312
1118467,Nishan Velupillay,Australia,2,31,21,14,1118467
846204,Lyndon Dykes,Scotland,2,30,21,14,846204
887055,Cucho Hernández,Colombia,2,29,21,14,887055
1096517,Tete Yengi,Australia,2,29,21,14,1096517
331837,Alireza Jahanbakhsh,Iran,2,28,21,14,331837
1008597,Mohamed Belhadj Mahmoud,Tunisia,2,28,21,14,1008597
327755,Nadiem Amiri,Germany,2,27,21,14,327755
850404,Orbelín Pineda,Mexico,2,27,21,14,850404
93953,Hassan Al Haydos,Qatar,2,26,21,14,93953
1035280,Telmo Arcanjo,Cabo Verde,2,26,21,14,1035280
1898148,Ayoube Amaimouni Echghouyab,Morocco,2,26,21,14,1898148
188307,Tomáš Chorý,Czechia,2,25,21,14,188307
905472,Amirhossein Hosseinzadeh,Iran,2,25,21,14,905472
985882,Oston Urunov,Uzbekistan,2,25,21,14,985882
1002508,Ji-sung Eom,South Korea,2,25,21,14,1002508
1026519,Marko Farji,Iraq,2,25,21,14,1026519
934510,Gonçalo Ramos,Portugal,2,24,21,14,934510
1094482,Adil Boulbina,Algeria,2,24,21,14,1094482
1171902,Junnosuke Suzuki,Japan,2,24,21,14,1171902
867714,Francis De Vries,New Zealand,2,23,21,14,867714
985161,Tomás Rodríguez,Panama,2,23,21,14,985161
159931,Cecilio Waterman,Panama,2,22,21,14,159931
826242,Ala'a Al-Hejji,Saudi Arabia,2,22,21,14,826242
926506,Mohamed Abdelmonem,Egypt,2,22,21,14,926506
1014281,Gue-sung Cho,South Korea,2,22,21,14,1014281
159935,Éric Davis,Panama,2,21,21,14,159935
1036004,Jearl Margaritha,Curaçao,2,21,21,14,1036004
229278,Ahmed Alaaeldin,Qatar,2,20,21,14,229278
825945,Simon Banza,DR Congo,2,20,21,14,825945
846061,Brandon Thomas-Asante,Ghana,2,20,21,14,846061
35612,Axel Witsel,Belgium,2,19,21,14,35612
99090,Dan Burn,England,2,18,21,14,99090
946888,Éderson,Brazil,2,18,21,14,946888
1101745,Tshepang Moremi,South Africa,2,17,21,14,1101745
273031,Jonathan Osorio,Canada,2,16,21,14,273031
840227,Tony Ralston,Scotland,2,16,21,14,840227
875136,Noa Lang,Netherlands,2,16,21,14,875136
1094179,José Manuel López,Argentina,2,16,21,14,1094179
930245,Evann Guessand,Côte d'Ivoire,2,15,21,14,930245
1066915,Kevin Castaño,Colombia,2,15,21,14,1066915
851596,Justin Kluivert,Netherlands,2,13,21,14,851596
831860,Koki Ogawa,Japan,2,11,21,14,831860
986341,Mohammad Abu Zrayq,Jordan,2,11,21,14,986341
844447,Dženis Burnić,Bosnia & Herzegovina,2,10,21,14,844447
983542,Tomás Araújo,Portugal,1,120,21,14,983542
822600,Exequiel Palacios,Argentina,1,115,21,14,822600
858977,Christopher Operi,Côte d'Ivoire,1,102,21,14,858977
830659,Marcos Senesi,Argentina,1,88,21,14,830659
868843,Miles Robinson,USA,1,88,21,14,868843
1394342,Ousmane Diomande,Côte d'Ivoire,1,85,21,14,1394342
999396,Oğuz Aydın,Türkiye,1,80,21,14,999396
1065989,Thelo Aasgaard,Norway,1,77,21,14,1065989
922759,Mark McKenzie,USA,1,74,21,14,922759
879674,Maxence Lacroix,France,1,69,21,14,879674
1513625,Wagner Pina,Cabo Verde,1,69,21,14,1513625
857740,Ozan Kabak,Türkiye,1,68,21,14,857740
158583,Santiago Arias,Colombia,1,67,21,14,158583
891442,David Douděra,Czechia,1,67,21,14,891442
358108,Scott McKenna,Scotland,1,66,21,14,358108
798835,Giovani Lo Celso,Argentina,1,65,21,14,798835
902117,Nkosinathi Sibisi,South Africa,1,64,21,14,902117
966869,Aaron Hickey,Scotland,1,63,21,14,966869
1405212,Luka Vušković,Croatia,1,62,21,14,1405212
973431,Brenden Aaronson,USA,1,58,21,14,973431
1099352,Giuliano Simeone,Argentina,1,57,21,14,1099352
991364,Kai Trewin,Australia,1,56,21,14,991364
1144329,Štěpán Chaloupek,Czechia,1,55,21,14,1144329
1019312,Jens Castrop,South Korea,1,53,21,14,1019312
227196,Riechedly Bazoer,Curaçao,1,52,21,14,227196
1158813,Mo Abualnadi,Jordan,1,52,21,14,1158813
1171024,Mohammad Ghorbani,Iran,1,52,21,14,1171024
875295,Matías Viña,Uruguay,1,51,21,14,875295
925740,Jordy Alcivar,Ecuador,1,51,21,14,925740
884944,Jurien Gaari,Curaçao,1,50,21,14,884944
851676,Frans Putros,Iraq,1,49,21,14,851676
833943,Matt Turner,USA,1,48,21,14,833943
928021,Jorge Gutiérrez,Panama,1,48,21,14,928021
937255,Mathieu Choinière,Canada,1,48,21,14,937255
1049515,Alidu Seidu,Ghana,1,48,21,14,1049515
791592,Utkir Yusupov,Uzbekistan,1,47,21,14,791592
796326,Fidel Escobar,Panama,1,47,21,14,796326
798176,Egil Selvik,Norway,1,47,21,14,798176
1101624,Mahmoud Saber,Egypt,1,47,21,14,1101624
583896,Abdoulaye Seck,Senegal,1,46,21,14,583896
901882,Angelo Stiller,Germany,1,46,21,14,901882
1638685,Mateo Chávez,Mexico,1,44,21,14,1638685
897882,Abdelaziz Hatem,Qatar,1,43,21,14,897882
822110,Deiver Machado,Colombia,1,42,21,14,822110
1163991,Munaf Younus,Iraq,1,40,21,14,1163991
1991585,Hazem Mastouri,Tunisia,1,39,21,14,1991585
109002,Vladimír Darida,Czechia,1,38,21,14,109002
122570,Mathew Leckie,Australia,1,38,21,14,122570
757770,Luis Chávez,Mexico,1,38,21,14,757770
818568,Sultan Mandash,Saudi Arabia,1,38,21,14,818568
888949,Roger Ibañez,Brazil,1,38,21,14,888949
1500291,Arjan Malić,Bosnia & Herzegovina,1,38,21,14,1500291
921263,Kim Moon-hwan,South Korea,1,37,21,14,921263
825771,Marco Friedl,Austria,1,36,21,14,825771
1106546,Yaimar Medina,Ecuador,1,36,21,14,1106546
1142233,Diego Moreira,Belgium,1,36,21,14,1142233
2018130,Abdelmouhib Chamakh,Tunisia,1,35,21,14,2018130
812953,Mahdi Torabi,Iran,1,34,21,14,812953
1007589,Oussama Benbot,Algeria,1,34,21,14,1007589
1022374,Henrik Sælebakke Falchener,Norway,1,34,21,14,1022374
795154,Fredrik André Bjørkan,Norway,1,33,21,14,795154
1170977,Aria Yousefi,Iran,1,33,21,14,1170977
1173223,Besfort Zeneli,Sweden,1,33,21,14,1173223
845271,Dylan Bronn,Tunisia,1,32,21,14,845271
1019442,Kamaldeen Sulemana,Ghana,1,32,21,14,1019442
1088727,Denis Višinský,Czechia,1,32,21,14,1088727
919793,Ayoub El Kaabi,Morocco,1,30,21,14,919793
936451,Kevin Yakob,Iraq,1,30,21,14,936451
1122552,Alan Minda,Ecuador,1,30,21,14,1122552
843665,Alphonso Davies,Canada,1,29,21,14,843665
881182,Mehdi Ghayedi,Iran,1,29,21,14,881182
1177807,Ahmed Nadhir Benbouali,Algeria,1,29,21,14,1177807
280991,Morten Thorsby,Norway,1,28,21,14,280991
581060,Sergio Rochet,Uruguay,1,28,21,14,581060
880218,Takefusa Kubo,Japan,1,28,21,14,880218
1127057,Valentín Barco,Argentina,1,28,21,14,1127057
1381227,Ahmed Hasan Maknazi,Iraq,1,28,21,14,1381227
981574,Aimar Sher,Iraq,1,27,21,14,981574
252215,Wout Weghorst,Netherlands,1,26,21,14,252215
1100965,Samed Baždar,Bosnia & Herzegovina,1,26,21,14,1100965
1103531,Yang Hyun-Jun,South Korea,1,26,21,14,1103531
305282,Jean Michaël Seri,Côte d'Ivoire,1,25,21,14,305282
981168,Samir Sophian Chergui,Algeria,1,25,21,14,981168
936542,Ahmed Al-Ganehi,Qatar,1,24,21,14,936542
990201,Jamie Leweling,Germany,1,24,21,14,990201
1016907,Igor Thiago,Brazil,1,24,21,14,1016907
830431,Francisco Trincão,Portugal,1,23,21,14,830431
1148402,Al-Hashmi Al-Hussain,Qatar,1,23,21,14,1148402
48480,Pascal Groß,Germany,1,22,21,14,48480
792386,Farrukh Sayfiev,Uzbekistan,1,22,21,14,792386
2427970,Bara Sapoko Ndiaye,Senegal,1,22,21,14,2427970
785512,Jamshid Iskandarov,Uzbekistan,1,21,21,14,785512
791368,Ali Alipour,Iran,1,21,21,14,791368
802830,Dennis Hadžikadunić,Bosnia & Herzegovina,1,21,21,14,802830
920476,Saad Al Rousan,Jordan,1,21,21,14,920476
979861,Isidro Pitta,Paraguay,1,21,21,14,979861
788936,Alejandro Romero,Paraguay,1,20,21,14,788936
865523,Noah Okafor,Switzerland,1,20,21,14,865523
959750,Callan Elliot,New Zealand,1,20,21,14,959750
1134470,Zakaria El Ouahdi,Morocco,1,20,21,14,1134470
1142672,Warren Zaïre-Emery,France,1,20,21,14,1142672
1493689,Assane Diao,Senegal,1,20,21,14,1493689
964753,Senne Lammens,Belgium,1,19,21,14,964753
1395881,Joaquin Seys,Belgium,1,19,21,14,1395881
