player_id,player_name,team_name,matches_with_heatmap,heatmap_point_count,grid_x,grid_y,npz_key
217704,Sadio Mané,Senegal,4,271,21,14,217704
1103488,Rafik Belghali,Algeria,4,269,21,14,1103488
38710,Ivan Perišić,Croatia,4,267,21,14,38710
66492,David Alaba,Austria,4,267,21,14,66492
143334,Victor Lindelöf,Sweden,4,266,21,14,143334
359226,Franck Kessié,Côte d'Ivoire,4,263,21,14,359226
136710,Mateo Kovačić,Croatia,4,261,21,14,136710
1002033,Guéla Doué,Côte d'Ivoire,4,259,21,14,1002033
307436,Vozinha,Cabo Verde,4,255,21,14,307436
818406,César Montes,Mexico,4,254,21,14,818406
238612,Chancel Mbemba,DR Congo,4,253,21,14,238612
1065588,Diego Gómez,Paraguay,4,247,21,14,1065588
355492,Konrad Laimer,Austria,4,246,21,14,355492
879694,Pape Gueye,Senegal,4,246,21,14,879694
1407524,Ibrahim Maza,Algeria,4,246,21,14,1407524
1144138,Jordan Bos,Australia,4,245,21,14,1144138
907463,Felix Nmecha,Germany,4,243,21,14,907463
355486,Stefan Posch,Austria,4,240,21,14,355486
834308,Gabriel Gudmundsson,Sweden,4,239,21,14,834308
863653,Aaron Wan-Bissaka,DR Congo,4,238,21,14,863653
794953,Kevin Danso,Austria,4,233,21,14,794953
837099,Aubrey Modiba,South Africa,4,233,21,14,837099
1010231,Jamal Musiala,Germany,4,232,21,14,1010231
791079,Xaver Schlager,Austria,4,231,21,14,791079
817979,Axel Tuanzebe,DR Congo,4,231,21,14,817979
1036269,Yasin Ayari,Sweden,4,226,21,14,1036269
158213,Riyad Mahrez,Algeria,4,225,21,14,158213
800951,Julian Ryerson,Norway,4,225,21,14,800951
822729,Alan Franco,Ecuador,4,225,21,14,822729
976575,Nicolas Seiwald,Austria,4,224,21,14,976575
832868,Jorge Sánchez,Mexico,4,221,21,14,832868
836705,Kai Havertz,Germany,4,221,21,14,836705
892624,Samuel Moutoussamy,DR Congo,4,221,21,14,892624
1389846,Lamine Camara,Senegal,4,221,21,14,1389846
70996,Kevin De Bruyne,Belgium,4,219,21,14,70996
133908,Marcel Sabitzer,Austria,4,219,21,14,133908
847151,Edson Álvarez,Mexico,4,219,21,14,847151
