target_player_id,target_player_name,candidate_player_id,candidate_player_name,position_group,target_matches_with_heatmap,candidate_matches_with_heatmap,target_heatmap_points,candidate_heatmap_points,heatmap_cosine_similarity,occupation_overlap,lateral_profile_similarity,vertical_profile_similarity,peak_zone_similarity,peak_zone_distance,entropy_similarity,heatmap_similarity_score,heatmap_similarity_rank,heatmap_cosine_similarity_pct,occupation_overlap_pct,lateral_profile_similarity_pct,vertical_profile_similarity_pct,peak_zone_similarity_pct,entropy_similarity_pct,heatmap_similarity_score_pct
750,Cristiano Ronaldo,50480,Chris Wood,F,5,3,158,123,0.9525658633883103,0.8451017104447909,0.9667104098563023,0.9769695887882056,0.7137901123768736,40.47619047619048,0.988888957319206,0.9248052271323681,1,95.25658633883103,84.5101710444791,96.67104098563023,97.69695887882057,71.37901123768737,98.8888957319206,92.48052271323681
750,Cristiano Ronaldo,135666,Leandro Trossard,F,5,6,158,363,0.9059010858475954,0.7822278082254344,0.8794020967234712,0.9225204806546223,0.9494923727723894,7.142857142857153,0.9621336616530138,0.8851696640279642,2,90.59010858475955,78.22278082254344,87.94020967234712,92.25204806546223,94.94923727723894,96.21336616530138,88.51696640279641
750,Cristiano Ronaldo,944656,Julián Alvarez,F,5,8,158,350,0.9030108953306177,0.7922366743280639,0.9015525860820401,0.8872080190356822,0.8935205725000099,15.058465048420858,0.9700942377037373,0.8820095835528814,3,90.30108953306177,79.2236674328064,90.15525860820401,88.72080190356823,89.352057250001,97.00942377037373,88.20095835528814
750,Cristiano Ronaldo,859026,Amine Gouiri,F,5,4,158,98,0.8973991271132372,0.7605501105198117,0.8699006660044554,0.9649706788438992,0.9494923727723894,7.142857142857153,0.99518845607107,0.8815307615875894,4,89.73991271132373,76.05501105198117,86.99006660044553,96.49706788438992,94.94923727723894,99.518845607107,88.15307615875894
750,Cristiano Ronaldo,1407524,Ibrahim Maza,F,5,4,158,246,0.8876415325285726,0.7957578516056252,0.9062396599912693,0.9326754281543937,0.8484771183171684,21.42857142857143,0.9838359858970742,0.8784795006106898,5,88.76415325285726,79.57578516056252,90.62396599912694,93.26754281543937,84.84771183171685,98.38359858970742,87.84795006106899
750,Cristiano Ronaldo,878081,Ermedin Demirović,F,5,4,158,140,0.8916322636494036,0.7787630038563396,0.9120321508351473,0.8828992338586712,0.7979694910895578,28.571428571428584,0.9727833644620625,0.8695995138429327,6,89.16322636494036,77.87630038563395,91.20321508351473,88.28992338586713,79.79694910895579,97.27833644620625,86.95995138429326
750,Cristiano Ronaldo,1172477,Tani Oluwaseyi,F,5,5,158,148,0.9053963249033734,0.773259630345887,0.9065291383277803,0.8482135108319571,0.7137901123768736,40.47619047619048,0.99956349530295,0.8684920338208292,7,90.53963249033734,77.3259630345887,90.65291383277803,84.82135108319571,71.37901123768737,99.956349530295,86.84920338208292
750,Cristiano Ronaldo,826643,Kylian Mbappé,F,5,8,158,434,0.894321799659329,0.7566550228951605,0.8870128991381123,0.8605647893207942,0.8935205725000099,15.058465048420858,0.967890390489829,0.8663202214040793,8,89.4321799659329,75.66550228951606,88.70128991381124,86.05647893207941,89.352057250001,96.7890390489829,86.63202214040793
750,Cristiano Ronaldo,192442,Raúl Jiménez,F,5,4,158,164,0.8835483686179887,0.7814037766009542,0.8894181110711913,0.9487058808343617,0.6683717076860924,46.89932286569573,0.9819565170706196,0.8643837500575762,9,88.35483686179887,78.14037766009541,88.94181110711912,94.87058808343617,66.83717076860924,98.19565170706196,86.43837500575762
750,Cristiano Ronaldo,873554,Omar Marmoush,F,5,5,158,180,0.8848946890363939,0.7505798950405499,0.8247113415929115,0.9475771276949131,0.8935205725000099,15.058465048420858,0.9831986056922304,0.8636281293647015,10,88.48946890363939,75.05798950405499,82.47113415929115,94.7577127694913,89.352057250001,98.31986056922304,86.36281293647015
750,Cristiano Ronaldo,1085381,Nicolas Jackson,F,5,4,158,122,0.8634513206230146,0.7659046401377669,0.8684373219544095,0.9654570917446382,0.8935205725000099,15.058465048420858,0.9881918606064996,0.862381651364291,11,86.34513206230146,76.5904640137767,86.84373219544095,96.54570917446382,89.352057250001,98.81918606064995,86.2381651364291
750,Cristiano Ronaldo,1144687,Nestory Irankunda,F,5,4,158,117,0.8758356148302908,0.7749701350415652,0.9262303772009564,0.9111668960466086,0.7280081033620032,38.46546290810361,0.979687875843216,0.862036360708476,12,87.58356148302909,77.49701350415651,92.62303772009564,91.11668960466086,72.80081033620031,97.9687875843216,86.2036360708476
750,Cristiano Ronaldo,823941,Alexander Isak,F,5,4,158,150,0.8692761118996604,0.7638099003065462,0.9529192855990083,0.9084034890816648,0.6950893220270071,43.12088161017818,0.977996443589716,0.857186601760043,13,86.92761118996603,76.38099003065462,95.29192855990082,90.84034890816648,69.50893220270072,97.7996443589716,85.7186601760043
750,Cristiano Ronaldo,106456,Enner Valencia,F,5,4,158,114,0.8701258439825406,0.7661526624188386,0.9252224746391745,0.9229605708532043,0.6683717076860923,46.899322865695744,0.9968276159403304,0.856371725205597,14,87.01258439825406,76.61526624188386,92.52224746391745,92.29605708532043,66.83717076860923,99.68276159403304,85.6371725205597
750,Cristiano Ronaldo,790179,Cyle Larin,F,5,4,158,72,0.9051910578950636,0.747723667353689,0.907974702627153,0.819094170120913,0.6683717076860924,46.89932286569573,0.9514927760778163,0.8558403738812717,15,90.51910578950636,74.7723667353689,90.7974702627153,81.9094170120913,66.83717076860924,95.14927760778164,85.58403738812717
750,Cristiano Ronaldo,812533,Mehdi Taremi,F,5,3,158,185,0.8579190541099876,0.773556827225998,0.9293790586571327,0.8820304759599383,0.8316412425746315,23.809523809523817,0.9818777325433058,0.8554877947177975,16,85.79190541099877,77.3556827225998,92.93790586571326,88.20304759599384,83.16412425746314,98.18777325433058,85.54877947177974
750,Cristiano Ronaldo,910048,Brian Brobbey,F,5,4,158,55,0.8691371236433314,0.7551381506494641,0.9283450401120067,0.9221623981160104,0.6683717076860924,46.89932286569573,0.9847741304636063,0.8533042276818451,17,86.91371236433314,75.51381506494641,92.83450401120066,92.21623981160104,66.83717076860924,98.47741304636062,85.3304227681845
750,Cristiano Ronaldo,986395,Ricardo Pepi,F,5,5,158,105,0.8667314674688382,0.7638606314845733,0.8914143853022831,0.8673642445135079,0.7979694910895578,28.571428571428577,0.9968683906082988,0.8517576170978057,18,86.67314674688382,76.38606314845732,89.14143853022831,86.73642445135079,79.79694910895579,99.68683906082988,85.17576170978057
750,Cristiano Ronaldo,108579,Harry Kane,F,5,7,158,249,0.8687657986508917,0.7553117558134854,0.8833269279042876,0.8359342622552199,0.8484771183171684,21.42857142857143,0.9674341768125096,0.8481669342605775,19,86.87657986508917,75.53117558134855,88.33269279042875,83.593426225522,84.84771183171685,96.74341768125096,84.81669342605775
750,Cristiano Ronaldo,914213,Luis Javier Suárez,F,5,5,158,132,0.864715844197596,0.7511842539819931,0.828976926050619,0.9563735678214909,0.6969542366343368,42.85714285714286,0.9975182500029244,0.8458534466142708,20,86.4715844197596,75.1184253981993,82.8976926050619,95.63735678214908,69.69542366343367,99.75182500029244,84.58534466142707
750,Cristiano Ronaldo,823622,Mikel Oyarzabal,F,5,8,158,300,0.8565943931149516,0.7568956334900465,0.8527891090728856,0.9287402128907968,0.7137901123768736,40.47619047619048,0.9814778751755142,0.8425926548294727,21,85.65943931149516,75.68956334900466,85.27891090728856,92.87402128907968,71.37901123768737,98.14778751755142,84.25926548294727
750,Cristiano Ronaldo,823984,Lautaro Martínez,F,5,7,158,167,0.8544841354929944,0.7535876832238241,0.9144966864395998,0.8734133284595655,0.7137901123768736,40.47619047619048,0.963298478104411,0.8406050354052428,22,85.44841354929945,75.3587683223824,91.44966864395998,87.34133284595656,71.37901123768737,96.32984781044111,84.06050354052428
750,Cristiano Ronaldo,839956,Erling Haaland,F,5,5,158,158,0.8595914507841599,0.7633485331939487,0.8355906198197784,0.8930912351442848,0.6964869337147152,42.92322946980941,0.9850188029467168,0.8394089043603477,23,85.95914507841599,76.33485331939487,83.55906198197785,89.30912351442848,69.64869337147151,98.50188029467168,83.94089043603476
750,Cristiano Ronaldo,877980,Wilson Isidor,F,5,3,158,69,0.8542797404789702,0.7431067263088209,0.8485504179958392,0.8820192102510722,0.7474618638619472,35.71428571428572,0.9661343847999132,0.8344979907590334,24,85.42797404789701,74.3106726308821,84.85504179958392,88.20192102510723,74.74618638619472,96.61343847999132,83.44979907590334
750,Cristiano Ronaldo,805123,Yoane Wissa,F,5,4,158,164,0.8589707290762243,0.7576610043678225,0.8684464098970602,0.8868768823135622,0.5441859590696037,64.46183986038517,0.9743694780838852,0.8324776664904133,25,85.89707290762243,75.76610043678225,86.84464098970602,88.68768823135622,54.41859590696036,97.43694780838852,83.24776664904134
750,Cristiano Ronaldo,352296,Breel Embolo,F,5,6,158,201,0.8450432657761768,0.7524817939412772,0.818062387598163,0.9444391615805373,0.6683717076860924,46.89932286569573,0.980935020409272,0.8317334829989821,26,84.50432657761769,75.24817939412772,81.8062387598163,94.44391615805372,66.83717076860924,98.0935020409272,83.17334829989821
750,Cristiano Ronaldo,886363,Matheus Cunha,F,5,5,158,176,0.8587870540158413,0.7501083355266656,0.8650568352812614,0.86180072921959,0.5322170784669404,66.15449518785621,0.9535001389070469,0.8263868114320383,27,85.87870540158413,75.01083355266655,86.50568352812614,86.180072921959,53.221707846694045,95.35001389070469,82.63868114320383
750,Cristiano Ronaldo,843114,Julián Quiñones,F,5,5,158,262,0.8435735457182465,0.703085657372686,0.7293794598294546,0.8772941186658145,1.0,0.0,0.965599400475066,0.8213512322069407,28,84.35735457182464,70.30856573726861,72.93794598294546,87.72941186658146,100.0,96.5599400475066,82.13512322069407
750,Cristiano Ronaldo,935564,Jonathan David,F,5,5,158,222,0.8462511637570389,0.7236830995071625,0.785674048351162,0.9048795770550085,0.6683717076860924,46.89932286569573,0.9810958972046316,0.8193909445651052,29,84.6251163757039,72.36830995071625,78.56740483511619,90.48795770550086,66.83717076860924,98.10958972046316,81.93909445651052
750,Cristiano Ronaldo,1010010,Ali Al-Hamadi,F,5,3,158,106,0.8158929528016006,0.7102890785305644,0.9608549513339922,0.8712096364453361,0.68056171750003,45.17539514526256,0.989830039956278,0.8167303387576614,30,81.58929528016006,71.02890785305644,96.08549513339922,87.12096364453362,68.056171750003,98.98300399562781,81.67303387576614
750,Cristiano Ronaldo,1086223,Ange-Yoan Bonny,F,5,4,158,99,0.8155315049660272,0.7170893511923868,0.8721955327637052,0.934918995960065,0.7137901123768736,40.47619047619048,0.9729582188032176,0.8162324921528725,31,81.55315049660273,71.70893511923867,87.21955327637052,93.4918995960065,71.37901123768737,97.29582188032177,81.62324921528725
750,Cristiano Ronaldo,934237,Folarin Balogun,F,5,4,158,125,0.8191537971984926,0.741875109674458,0.8586162625761297,0.8180194819542479,0.6683717076860924,46.89932286569573,0.9729335441321932,0.8076807575780899,32,81.91537971984926,74.1875109674458,85.86162625761297,81.80194819542479,66.83717076860924,97.29335441321932,80.76807575780899
750,Cristiano Ronaldo,103045,Jordan Ayew,F,5,4,158,146,0.7940183243916865,0.7020372738552263,0.841000907583021,0.8893041317317598,0.8935205725000099,15.058465048420858,0.9971223212535925,0.8049792655860467,33,79.40183243916866,70.20372738552263,84.1000907583021,88.93041317317598,89.352057250001,99.71223212535925,80.49792655860468
750,Cristiano Ronaldo,791355,Eldor Shomurodov,F,5,3,158,160,0.7876456851007982,0.6971915722730392,0.816888656597223,0.9020479875678189,0.6683717076860923,46.899322865695744,0.989116674214992,0.7880292405165654,34,78.76456851007983,69.71915722730392,81.6888656597223,90.20479875678188,66.83717076860923,98.9116674214992,78.80292405165655
750,Cristiano Ronaldo,1121923,Antonio Nusa,F,5,6,158,198,0.7982155490493167,0.6293669446786443,0.6946295054393095,0.927447746957915,1.0,0.0,0.968856168369329,0.7856316971185762,35,79.82155490493167,62.93669446786443,69.46295054393094,92.7447746957915,100.0,96.8856168369329,78.56316971185761
750,Cristiano Ronaldo,845286,Ismaïla Sarr,F,5,4,158,180,0.7980187990999943,0.7161057971858775,0.7762710118103884,0.9052099920778585,0.5441859590696037,64.46183986038517,0.9603984776223718,0.7856078812105962,36,79.80187990999943,71.61057971858776,77.62710118103884,90.52099920778585,54.41859590696036,96.03984776223719,78.56078812105962
750,Cristiano Ronaldo,1154605,Désiré Doué,F,5,8,158,363,0.781492072793047,0.6606364782267655,0.7369050031764868,0.9169803201859147,0.9494923727723894,7.142857142857153,0.9948399291438815,0.7854784794739303,37,78.1492072793047,66.06364782267656,73.69050031764868,91.69803201859146,94.94923727723894,99.48399291438815,78.54784794739304
750,Cristiano Ronaldo,957604,Pavel Šulc,F,5,3,158,115,0.7722733283852542,0.6925600685099129,0.8986223512483988,0.8650522319614147,0.6969542366343368,42.85714285714286,0.9635486097442897,0.7840412785345224,38,77.22733283852541,69.2560068509913,89.86223512483988,86.50522319614147,69.69542366343367,96.35486097442897,78.40412785345224
